,xg,yg,zg,Bx,By,Bz
289,-0.6,-0.19999999999999996,-0.3999999999999999,-0.08994909457188104,-0.2555286984193865,0.03508145726857
290,-0.6,-0.19999999999999996,-0.19999999999999996,-0.10170523804761356,-0.28430908713014674,0.01979563907761894
291,-0.6,-0.19999999999999996,0.0,-0.10599152177116222,-0.2947149819092119,0.0
292,-0.6,-0.19999999999999996,0.20000000000000018,-0.10170523804761353,-0.28430908713014674,-0.01979563907761897
293,-0.6,-0.19999999999999996,0.40000000000000013,-0.08994909457188101,-0.25552869841938647,-0.03508145726857002
294,-0.6,-0.19999999999999996,0.6000000000000001,-0.0736085338152428,-0.21478200527142768,-0.04301944678062617
295,-0.6,-0.19999999999999996,0.8,-0.05620563191102674,-0.17004904906189988,-0.043455041484061804
296,-0.6,-0.19999999999999996,1.0,-0.0405723020535893,-0.12811257630630454,-0.03852867865823248
297,-0.6,0.0,-1.0,0.0,-0.1293117644585927,-0.0
298,-0.6,0.0,-0.8,0.0,-0.17031757781105358,-0.0
299,-0.6,0.0,-0.6,0.0,-0.21364883098874635,-0.0
300,-0.6,0.0,-0.3999999999999999,0.0,-0.2528439636763384,-0.0
301,-0.6,0.0,-0.19999999999999996,0.0,-0.28040784456526663,-0.0
302,-0.6,0.0,0.0,0.0,-0.29035381002091043,-0.0
303,-0.6,0.0,0.20000000000000018,0.0,-0.28040784456526663,0.0
304,-0.6,0.0,0.40000000000000013,0.0,-0.2528439636763384,0.0
305,-0.6,0.0,0.6000000000000001,0.0,-0.21364883098874632,0.0
306,-0.6,0.0,0.8,0.0,-0.17031757781105358,0.0
307,-0.6,0.0,1.0,0.0,-0.1293117644585927,0.0
308,-0.6,0.20000000000000018,-1.0,0.04057230205358934,-0.12811257630630454,-0.03852867865823253
309,-0.6,0.20000000000000018,-0.8,0.0562056319110268,-0.17004904906189988,-0.04345504148406186
310,-0.6,0.20000000000000018,-0.6,0.07360853381524289,-0.21478200527142774,-0.04301944678062622
311,-0.6,0.20000000000000018,-0.3999999999999999,0.08994909457188113,-0.2555286984193865,-0.035081457268570045
312,-0.6,0.20000000000000018,-0.19999999999999996,0.10170523804761367,-0.2843090871301468,-0.019795639077618964
313,-0.6,0.20000000000000018,0.0,0.10599152177116233,-0.2947149819092119,-0.0
314,-0.6,0.20000000000000018,0.20000000000000018,0.10170523804761365,-0.2843090871301468,0.019795639077618995
315,-0.6,0.20000000000000018,0.40000000000000013,0.0899490945718811,-0.2555286984193865,0.03508145726857006
316,-0.6,0.20000000000000018,0.6000000000000001,0.07360853381524288,-0.21478200527142768,0.04301944678062622
317,-0.6,0.20000000000000018,0.8,0.0562056319110268,-0.17004904906189988,0.04345504148406186
318,-0.6,0.20000000000000018,1.0,0.04057230205358934,-0.12811257630630454,0.03852867865823253
319,-0.6,0.40000000000000013,-1.0,0.08034514533898657,-0.12451501184944018,-0.07836788512588244
320,-0.6,0.40000000000000013,-0.8,0.1122322446559511,-0.16924346281443883,-0.08930577231411349
321,-0.6,0.40000000000000013,-0.6,0.1479725171522733,-0.21818152811947192,-0.08913942254089016
322,-0.6,0.40000000000000013,-0.3999999999999999,0.18168801230579423,-0.26358290264853085,-0.07309842742911453
323,-0.6,0.40000000000000013,-0.19999999999999996,0.20601130447181396,-0.29601281482478714,-0.04137435621541914
324,-0.6,0.40000000000000013,0.0,0.2148904914678589,-0.3077984975741165,-0.0
325,-0.6,0.40000000000000013,0.20000000000000018,0.20601130447181396,-0.2960128148247871,0.0413743562154192
326,-0.6,0.40000000000000013,0.40000000000000013,0.1816880123057942,-0.26358290264853085,0.07309842742911456
327,-0.6,0.40000000000000013,0.6000000000000001,0.14797251715227328,-0.21818152811947183,0.08913942254089015
328,-0.6,0.40000000000000013,0.8,0.1122322446559511,-0.16924346281443883,0.08930577231411349
329,-0.6,0.40000000000000013,1.0,0.08034514533898657,-0.12451501184944018,0.07836788512588244
330,-0.6,0.6000000000000001,-1.0,0.11851907108799961,-0.1185190710879996,-0.12082814721236727
331,-0.6,0.6000000000000001,-0.8,0.16790081906867046,-0.16790081906867044,-0.1399478818361448
332,-0.6,0.6000000000000001,-0.6,0.22384739953287888,-0.22384739953287885,-0.14146045626042966
333,-0.6,0.6000000000000001,-0.3999999999999999,0.2770065763637715,-0.27700657636377146,-0.11698642337360798
334,-0.6,0.6000000000000001,-0.19999999999999996,0.3155190276491877,-0.31551902764918766,-0.06651922947358177
335,-0.6,0.6000000000000001,0.0,0.3296043570156241,-0.3296043570156241,-0.0
336,-0.6,0.6000000000000001,0.20000000000000018,0.3155190276491877,-0.31551902764918766,0.06651922947358187
337,-0.6,0.6000000000000001,0.40000000000000013,0.2770065763637714,-0.2770065763637714,0.116986423373608
338,-0.6,0.6000000000000001,0.6000000000000001,0.22384739953287883,-0.22384739953287877,0.14146045626042963
339,-0.6,0.6000000000000001,0.8,0.16790081906867046,-0.16790081906867044,0.1399478818361448
340,-0.6,0.6000000000000001,1.0,0.11851907108799961,-0.1185190710879996,0.12082814721236727
341,-0.6,0.8,-1.0,0.15429462053243645,-0.11012475402198275,-0.16721999272710442
342,-0.6,0.8,-0.8,0.2230323359830825,-0.1660211178245947,-0.19777705939614554
343,-0.6,0.8,-0.6,0.3019886304788473,-0.23177961951164855,-0.20308307691888242
344,-0.6,0.8,-0.3999999999999999,0.377694609907845,-0.29579971956510825,-0.1696809579940248
345,-0.6,0.8,-0.19999999999999996,0.4328292359563217,-0.34282772560334845,-0.0970133369122881
346,-0.6,0.8,0.0,0.45304056633999257,-0.3601325602337348,-0.0
347,-0.6,0.8,0.20000000000000018,0.4328292359563217,-0.34282772560334845,0.09701333691228825
348,-0.6,0.8,0.40000000000000013,0.37769460990784487,-0.2957997195651082,0.16968095799402486
349,-0.6,0.8,0.6000000000000001,0.30198863047884716,-0.23177961951164852,0.20308307691888242
350,-0.6,0.8,0.8,0.2230323359830825,-0.1660211178245947,0.19777705939614554
351,-0.6,0.8,1.0,0.15429462053243645,-0.11012475402198275,0.16721999272710442
352,-0.6,1.0,-1.0,0.18687233490410493,-0.09933206065138969,-0.21885394947951137
353,-0.6,1.0,-0.8,0.2774477762330847,-0.16360435908221158,-0.2651889943401056
354,-0.6,1.0,-0.6,0.38315165951196595,-0.24197818805578106,-0.27710781349588626
355,-0.6,1.0,-0.3999999999999999,0.48554193610004676,-0.3199623322525413,-0.2341175441823396
356,-0.6,1.0,-0.19999999999999996,0.5605427577698027,-0.3779389086872695,-0.13463975659171937
357,-0.6,1.0,0.0,0.5881065673664982,-0.3993831072284485,-0.0
358,-0.6,1.0,0.20000000000000018,0.5605427577698027,-0.3779389086872694,0.13463975659171956
359,-0.6,1.0,0.40000000000000013,0.48554193610004664,-0.31996233225254117,0.23411754418233963
360,-0.6,1.0,0.6000000000000001,0.3831516595119659,-0.24197818805578097,0.27710781349588626
361,-0.6,1.0,0.8,0.2774477762330847,-0.16360435908221158,0.2651889943401056
362,-0.6,1.0,1.0,0.18687233490410493,-0.09933206065138969,0.21885394947951137
363,-0.3999999999999999,-1.0,-1.0,-0.19686556950650594,-0.06755380504791325,0.14226227796018132
364,-0.3999999999999999,-1.0,-0.8,-0.27968551580936535,-0.10936793799831179,0.17013797026565422
365,-0.3999999999999999,-1.0,-0.6,-0.37370854048962104,-0.16005970950087467,0.176125961831597
366,-0.3999999999999999,-1.0,-0.3999999999999999,-0.4631691465746458,-0.21032518289830734,0.14792416031051947
367,-0.3999999999999999,-1.0,-0.19999999999999996,-0.5280324030624683,-0.2476245584972017,0.08480684311619835
368,-0.3999999999999999,-1.0,0.0,-0.5517634682973188,-0.26140965827640833,0.0
369,-0.3999999999999999,-1.0,0.20000000000000018,-0.5280324030624683,-0.2476245584972017,-0.08480684311619849
370,-0.3999999999999999,-1.0,0.40000000000000013,-0.4631691465746457,-0.21032518289830732,-0.14792416031051953
371,-0.3999999999999999,-1.0,0.6000000000000001,-0.373708540489621,-0.16005970950087467,-0.176125961831597
372,-0.3999999999999999,-1.0,0.8,-0.27968551580936535,-0.10936793799831179,-0.17013797026565422
373,-0.3999999999999999,-1.0,1.0,-0.19686556950650594,-0.06755380504791325,-0.14226227796018132
374,-0.3999999999999999,-0.8,-1.0,-0.16228920821435722,-0.07474893396164195,0.10856771113047527
375,-0.3999999999999999,-0.8,-0.8,-0.22482252764410704,-0.11097911049323385,0.12652761882856406
376,-0.3999999999999999,-0.8,-0.6,-0.29443413526097134,-0.15326066380478634,0.12849865354672654
377,-0.3999999999999999,-0.8,-0.3999999999999999,-0.3597963782875242,-0.19421677444001867,0.1065972766805177
378,-0.3999999999999999,-0.8,-0.19999999999999996,-0.40682095219045433,-0.224217103107921,0.06071316225223376
379,-0.3999999999999999,-0.8,0.0,-0.423966087084649,-0.23524262694659925,0.0
380,-0.3999999999999999,-0.8,0.20000000000000018,-0.4068209521904542,-0.224217103107921,-0.06071316225223386
381,-0.3999999999999999,-0.8,0.40000000000000013,-0.35979637828752414,-0.1942167744400186,-0.10659727668051773
382,-0.3999999999999999,-0.8,0.6000000000000001,-0.29443413526097123,-0.1532606638047863,-0.12849865354672654
383,-0.3999999999999999,-0.8,0.8,-0.22482252764410704,-0.11097911049323385,-0.12652761882856406
384,-0.3999999999999999,-0.8,1.0,-0.16228920821435722,-0.07474893396164195,-0.10856771113047527
385,-0.3999999999999999,-0.6,-1.0,-0.1245150118494402,-0.08034514533898651,0.0783678851258824
386,-0.3999999999999999,-0.6,-0.8,-0.16924346281443883,-0.11223224465595102,0.08930577231411344
387,-0.3999999999999999,-0.6,-0.6,-0.21818152811947186,-0.14797251715227322,0.0891394225408901
388,-0.3999999999999999,-0.6,-0.3999999999999999,-0.26358290264853085,-0.18168801230579412,0.07309842742911449
389,-0.3999999999999999,-0.6,-0.19999999999999996,-0.2960128148247871,-0.20601130447181384,0.04137435621541911
390,-0.3999999999999999,-0.6,0.0,-0.3077984975741165,-0.2148904914678588,0.0
391,-0.3999999999999999,-0.6,0.20000000000000018,-0.2960128148247871,-0.20601130447181384,-0.04137435621541918
392,-0.3999999999999999,-0.6,0.40000000000000013,-0.2635829026485308,-0.1816880123057941,-0.0730984274291145
393,-0.3999999999999999,-0.6,0.6000000000000001,-0.21818152811947183,-0.1479725171522732,-0.0891394225408901
394,-0.3999999999999999,-0.6,0.8,-0.16924346281443883,-0.11223224465595102,-0.08930577231411344
395,-0.3999999999999999,-0.6,1.0,-0.1245150118494402,-0.08034514533898651,-0.0783678851258824
396,-0.3999999999999999,-0.3999999999999999,-1.0,-0.08434243917994691,-0.08434243917994691,0.05078911474012442
397,-0.3999999999999999,-0.3999999999999999,-0.8,-0.1131273404864633,-0.1131273404864633,0.05687530449164248
398,-0.3999999999999999,-0.3999999999999999,-0.6,-0.14419526954333525,-0.14419526954333525,0.0559812494943292
399,-0.3999999999999999,-0.3999999999999999,-0.3999999999999999,-0.17273889649563376,-0.17273889649563376,0.04547060396166023
400,-0.3999999999999999,-0.3999999999999999,-0.19999999999999996,-0.19300716258888012,-0.19300716258888012,0.02560170629896692
401,-0.3999999999999999,-0.3999999999999999,0.0,-0.200353251840187,-0.200353251840187,0.0
402,-0.3999999999999999,-0.3999999999999999,0.20000000000000018,-0.19300716258888012,-0.19300716258888012,-0.02560170629896696
403,-0.3999999999999999,-0.3999999999999999,0.40000000000000013,-0.17273889649563373,-0.17273889649563373,-0.04547060396166024
404,-0.3999999999999999,-0.3999999999999999,0.6000000000000001,-0.14419526954333522,-0.14419526954333522,-0.0559812494943292
405,-0.3999999999999999,-0.3999999999999999,0.8,-0.1131273404864633,-0.1131273404864633,-0.05687530449164248
406,-0.3999999999999999,-0.3999999999999999,1.0,-0.08434243917994691,-0.08434243917994691,-0.05078911474012442
407,-0.3999999999999999,-0.19999999999999996,-1.0,-0.042570948974069496,-0.08674081548452316,0.024957714766923066
408,-0.3999999999999999,-0.19999999999999996,-0.8,-0.05665317982628287,-0.11366439798477065,0.027639089130491293
409,-0.3999999999999999,-0.19999999999999996,-0.6,-0.07171991001077382,-0.14192892097797247,0.026957115087285346
410,-0.3999999999999999,-0.19999999999999996,-0.3999999999999999,-0.08547453666680084,-0.16736942700953752,0.021756797683505295
411,-0.3999999999999999,-0.19999999999999996,-0.19999999999999996,-0.0952031671061467,-0.18520467745911992,0.012206493796089717
412,-0.3999999999999999,-0.19999999999999996,0.0,-0.09872290195732634,-0.19163090806358402,0.0
413,-0.3999999999999999,-0.19999999999999996,0.20000000000000018,-0.0952031671061467,-0.18520467745911992,-0.012206493796089738
414,-0.3999999999999999,-0.19999999999999996,0.40000000000000013,-0.08547453666680081,-0.1673694270095375,-0.0217567976835053
415,-0.3999999999999999,-0.19999999999999996,0.6000000000000001,-0.07171991001077381,-0.14192892097797244,-0.026957115087285346
416,-0.3999999999999999,-0.19999999999999996,0.8,-0.05665317982628287,-0.11366439798477065,-0.027639089130491293
417,-0.3999999999999999,-0.19999999999999996,1.0,-0.042570948974069496,-0.08674081548452316,-0.024957714766923066
418,-0.3999999999999999,0.0,-1.0,0.0,-0.08754027425271523,-0.0
419,-0.3999999999999999,0.0,-0.8,0.0,-0.11384341715087311,-0.0
420,-0.3999999999999999,0.0,-0.6,0.0,-0.14117347145618486,-0.0
421,-0.3999999999999999,0.0,-0.3999999999999999,0.0,-0.16557960384750545,-0.0
422,-0.3999999999999999,0.0,-0.19999999999999996,0.0,-0.18260384908253316,-0.0
423,-0.3999999999999999,0.0,0.0,0.0,-0.18872346013804964,-0.0
424,-0.3999999999999999,0.0,0.20000000000000018,0.0,-0.18260384908253316,0.0
425,-0.3999999999999999,0.0,0.40000000000000013,0.0,-0.16557960384750542,0.0
426,-0.3999999999999999,0.0,0.6000000000000001,0.0,-0.14117347145618486,0.0
427,-0.3999999999999999,0.0,0.8,0.0,-0.11384341715087311,0.0
428,-0.3999999999999999,0.0,1.0,0.0,-0.08754027425271523,0.0
429,-0.3999999999999999,0.20000000000000018,-1.0,0.042570948974069545,-0.08674081548452316,-0.024957714766923097
430,-0.3999999999999999,0.20000000000000018,-0.8,0.056653179826282936,-0.11366439798477065,-0.027639089130491328
431,-0.3999999999999999,0.20000000000000018,-0.6,0.07171991001077391,-0.14192892097797247,-0.026957115087285377
432,-0.3999999999999999,0.20000000000000018,-0.3999999999999999,0.08547453666680094,-0.16736942700953752,-0.02175679768350532
433,-0.3999999999999999,0.20000000000000018,-0.19999999999999996,0.09520316710614679,-0.18520467745911992,-0.012206493796089735
434,-0.3999999999999999,0.20000000000000018,0.0,0.09872290195732646,-0.19163090806358402,-0.0
435,-0.3999999999999999,0.20000000000000018,0.20000000000000018,0.09520316710614679,-0.18520467745911992,0.012206493796089752
436,-0.3999999999999999,0.20000000000000018,0.40000000000000013,0.08547453666680091,-0.1673694270095375,0.021756797683505323
437,-0.3999999999999999,0.20000000000000018,0.6000000000000001,0.0717199100107739,-0.14192892097797244,0.026957115087285377
438,-0.3999999999999999,0.20000000000000018,0.8,0.056653179826282936,-0.11366439798477065,0.027639089130491328
439,-0.3999999999999999,0.20000000000000018,1.0,0.042570948974069545,-0.08674081548452316,0.024957714766923097
440,-0.3999999999999999,0.40000000000000013,-1.0,0.08434243917994695,-0.08434243917994691,-0.05078911474012446
441,-0.3999999999999999,0.40000000000000013,-0.8,0.11312734048646335,-0.1131273404864633,-0.05687530449164251
442,-0.3999999999999999,0.40000000000000013,-0.6,0.14419526954333534,-0.14419526954333525,-0.05598124949432925
443,-0.3999999999999999,0.40000000000000013,-0.3999999999999999,0.17273889649563384,-0.17273889649563376,-0.045470603961660264
444,-0.3999999999999999,0.40000000000000013,-0.19999999999999996,0.19300716258888023,-0.19300716258888012,-0.025601706298966943
445,-0.3999999999999999,0.40000000000000013,0.0,0.20035325184018718,-0.20035325184018707,-0.0
446,-0.3999999999999999,0.40000000000000013,0.20000000000000018,0.19300716258888023,-0.19300716258888012,0.02560170629896698
447,-0.3999999999999999,0.40000000000000013,0.40000000000000013,0.17273889649563381,-0.17273889649563373,0.04547060396166028
448,-0.3999999999999999,0.40000000000000013,0.6000000000000001,0.1441952695433353,-0.14419526954333522,0.05598124949432924
449,-0.3999999999999999,0.40000000000000013,0.8,0.11312734048646335,-0.1131273404864633,0.05687530449164251
450,-0.3999999999999999,0.40000000000000013,1.0,0.08434243917994695,-0.08434243917994691,0.05078911474012446
451,-0.3999999999999999,0.6000000000000001,-1.0,0.12451501184944022,-0.08034514533898651,-0.07836788512588243
452,-0.3999999999999999,0.6000000000000001,-0.8,0.16924346281443886,-0.11223224465595102,-0.08930577231411346
453,-0.3999999999999999,0.6000000000000001,-0.6,0.21818152811947192,-0.14797251715227322,-0.08913942254089012
454,-0.3999999999999999,0.6000000000000001,-0.3999999999999999,0.2635829026485309,-0.18168801230579412,-0.07309842742911452
455,-0.3999999999999999,0.6000000000000001,-0.19999999999999996,0.29601281482478714,-0.20601130447181384,-0.04137435621541912
456,-0.3999999999999999,0.6000000000000001,0.0,0.30779849757411654,-0.2148904914678588,-0.0
457,-0.3999999999999999,0.6000000000000001,0.20000000000000018,0.29601281482478714,-0.20601130447181384,0.041374356215419184
458,-0.3999999999999999,0.6000000000000001,0.40000000000000013,0.26358290264853085,-0.1816880123057941,0.07309842742911453
459,-0.3999999999999999,0.6000000000000001,0.6000000000000001,0.2181815281194719,-0.1479725171522732,0.08913942254089012
460,-0.3999999999999999,0.6000000000000001,0.8,0.16924346281443886,-0.11223224465595102,0.08930577231411346
461,-0.3999999999999999,0.6000000000000001,1.0,0.12451501184944022,-0.08034514533898651,0.07836788512588243
462,-0.3999999999999999,0.8,-1.0,0.16228920821435722,-0.07474893396164195,-0.10856771113047527
463,-0.3999999999999999,0.8,-0.8,0.22482252764410704,-0.11097911049323385,-0.12652761882856406
464,-0.3999999999999999,0.8,-0.6,0.29443413526097134,-0.15326066380478634,-0.12849865354672654
465,-0.3999999999999999,0.8,-0.3999999999999999,0.3597963782875242,-0.19421677444001867,-0.1065972766805177
466,-0.3999999999999999,0.8,-0.19999999999999996,0.40682095219045433,-0.224217103107921,-0.06071316225223376
467,-0.3999999999999999,0.8,0.0,0.423966087084649,-0.23524262694659925,-0.0
468,-0.3999999999999999,0.8,0.20000000000000018,0.4068209521904542,-0.224217103107921,0.06071316225223386
469,-0.3999999999999999,0.8,0.40000000000000013,0.35979637828752414,-0.1942167744400186,0.10659727668051773
470,-0.3999999999999999,0.8,0.6000000000000001,0.29443413526097123,-0.1532606638047863,0.12849865354672654
471,-0.3999999999999999,0.8,0.8,0.22482252764410704,-0.11097911049323385,0.12652761882856406
472,-0.3999999999999999,0.8,1.0,0.16228920821435722,-0.07474893396164195,0.10856771113047527
473,-0.3999999999999999,1.0,-1.0,0.19686556950650594,-0.06755380504791325,-0.14226227796018132
474,-0.3999999999999999,1.0,-0.8,0.27968551580936535,-0.10936793799831179,-0.17013797026565422
475,-0.3999999999999999,1.0,-0.6,0.37370854048962104,-0.16005970950087467,-0.176125961831597
476,-0.3999999999999999,1.0,-0.3999999999999999,0.4631691465746458,-0.21032518289830734,-0.14792416031051947
477,-0.3999999999999999,1.0,-0.19999999999999996,0.5280324030624683,-0.2476245584972017,-0.08480684311619835
478,-0.3999999999999999,1.0,0.0,0.5517634682973188,-0.26140965827640833,-0.0
479,-0.3999999999999999,1.0,0.20000000000000018,0.5280324030624683,-0.2476245584972017,0.08480684311619849
480,-0.3999999999999999,1.0,0.40000000000000013,0.4631691465746457,-0.21032518289830732,0.14792416031051953
481,-0.3999999999999999,1.0,0.6000000000000001,0.373708540489621,-0.16005970950087467,0.176125961831597
482,-0.3999999999999999,1.0,0.8,0.27968551580936535,-0.10936793799831179,0.17013797026565422
483,-0.3999999999999999,1.0,1.0,0.19686556950650594,-0.06755380504791325,0.14226227796018132
484,-0.19999999999999996,-1.0,-1.0,-0.20286151026794652,-0.03417663190805266,0.07003903247224279
485,-0.19999999999999996,-1.0,-0.8,-0.28102815955513377,-0.05477347858220712,0.08307257734450224
486,-0.19999999999999996,-1.0,-0.6,-0.36804266907621414,-0.07965212998954355,0.08547920676610037
487,-0.19999999999999996,-1.0,-0.3999999999999999,-0.44974547285940525,-0.10426767986813763,0.07151581941194768
488,-0.19999999999999996,-1.0,-0.19999999999999996,-0.5085261902380679,-0.12251186506030748,0.04091752317461482
489,-0.19999999999999996,-1.0,0.0,-0.5299576088558112,-0.129251105175437,0.0
490,-0.19999999999999996,-1.0,0.20000000000000018,-0.5085261902380678,-0.12251186506030746,-0.04091752317461488
491,-0.19999999999999996,-1.0,0.40000000000000013,-0.44974547285940514,-0.1042676798681376,-0.0715158194119477
492,-0.19999999999999996,-1.0,0.6000000000000001,-0.368042669076214,-0.07965212998954352,-0.08547920676610037
493,-0.19999999999999996,-1.0,0.8,-0.28102815955513377,-0.05477347858220712,-0.08307257734450224
494,-0.19999999999999996,-1.0,1.0,-0.20286151026794652,-0.03417663190805266,-0.07003903247224279
495,-0.19999999999999996,-0.8,-1.0,-0.1670859608235097,-0.03777419636491702,0.05341017035895934
496,-0.19999999999999996,-0.8,-0.8,-0.22589664264072173,-0.05557906482966816,0.06166668318362215
497,-0.19999999999999996,-0.8,-0.6,-0.28990143813024577,-0.07625260714149938,0.062182307453604764
498,-0.19999999999999996,-0.8,-0.3999999999999999,-0.3490574393153318,-0.0962134756389933,0.0513416297456092
499,-0.19999999999999996,-0.8,-0.19999999999999996,-0.3912159819309338,-0.11080813736566715,0.029167862419329397
500,-0.19999999999999996,-0.8,0.0,-0.40652139953144295,-0.11616758951053245,0.0
501,-0.19999999999999996,-0.8,0.20000000000000018,-0.3912159819309338,-0.11080813736566715,-0.02916786241932944
502,-0.19999999999999996,-0.8,0.40000000000000013,-0.3490574393153317,-0.09621347563899327,-0.05134162974560922
503,-0.19999999999999996,-0.8,0.6000000000000001,-0.2899014381302457,-0.07625260714149937,-0.062182307453604764
504,-0.19999999999999996,-0.8,0.8,-0.22589664264072173,-0.05557906482966816,-0.06166668318362215
505,-0.19999999999999996,-0.8,1.0,-0.1670859608235097,-0.03777419636491702,-0.05341017035895934
506,-0.19999999999999996,-0.6,-1.0,-0.12811257630630454,-0.0405723020535893,0.03852867865823248
507,-0.19999999999999996,-0.6,-0.8,-0.17004904906189988,-0.05620563191102674,0.043455041484061804
508,-0.19999999999999996,-0.6,-0.6,-0.21478200527142774,-0.07360853381524281,0.04301944678062617
509,-0.19999999999999996,-0.6,-0.3999999999999999,-0.2555286984193865,-0.08994909457188104,0.03508145726857
510,-0.19999999999999996,-0.6,-0.19999999999999996,-0.28430908713014674,-0.10170523804761356,0.01979563907761894
511,-0.19999999999999996,-0.6,0.0,-0.2947149819092119,-0.10599152177116222,0.0
512,-0.19999999999999996,-0.6,0.20000000000000018,-0.28430908713014674,-0.10170523804761353,-0.01979563907761897
513,-0.19999999999999996,-0.6,0.40000000000000013,-0.25552869841938647,-0.08994909457188101,-0.03508145726857002
514,-0.19999999999999996,-0.6,0.6000000000000001,-0.21478200527142768,-0.0736085338152428,-0.04301944678062617
515,-0.19999999999999996,-0.6,0.8,-0.17004904906189988,-0.05620563191102674,-0.043455041484061804
516,-0.19999999999999996,-0.6,1.0,-0.12811257630630454,-0.0405723020535893,-0.03852867865823248
517,-0.19999999999999996,-0.3999999999999999,-1.0,-0.08674081548452316,-0.042570948974069496,0.024957714766923066
518,-0.19999999999999996,-0.3999999999999999,-0.8,-0.11366439798477065,-0.05665317982628287,0.027639089130491293
519,-0.19999999999999996,-0.3999999999999999,-0.6,-0.14192892097797247,-0.07171991001077382,0.026957115087285346
520,-0.19999999999999996,-0.3999999999999999,-0.3999999999999999,-0.16736942700953752,-0.08547453666680084,0.021756797683505295
521,-0.19999999999999996,-0.3999999999999999,-0.19999999999999996,-0.18520467745911992,-0.0952031671061467,0.012206493796089717
522,-0.19999999999999996,-0.3999999999999999,0.0,-0.19163090806358402,-0.09872290195732634,0.0
523,-0.19999999999999996,-0.3999999999999999,0.20000000000000018,-0.18520467745911992,-0.0952031671061467,-0.012206493796089738
524,-0.19999999999999996,-0.3999999999999999,0.40000000000000013,-0.1673694270095375,-0.08547453666680081,-0.0217567976835053
525,-0.19999999999999996,-0.3999999999999999,0.6000000000000001,-0.14192892097797244,-0.07171991001077381,-0.026957115087285346
526,-0.19999999999999996,-0.3999999999999999,0.8,-0.11366439798477065,-0.05665317982628287,-0.027639089130491293
527,-0.19999999999999996,-0.3999999999999999,1.0,-0.08674081548452316,-0.042570948974069496,-0.024957714766923066
528,-0.19999999999999996,-0.19999999999999996,-1.0,-0.04377013712635761,-0.04377013712635761,0.012260436081891958
529,-0.19999999999999996,-0.19999999999999996,-0.8,-0.056921708575436554,-0.056921708575436554,0.013420263007580677
530,-0.19999999999999996,-0.19999999999999996,-0.6,-0.07058673572809243,-0.07058673572809243,0.012961802713703046
531,-0.19999999999999996,-0.19999999999999996,-0.3999999999999999,-0.08278980192375272,-0.08278980192375272,0.010389146693090233
532,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.09130192454126658,-0.09130192454126658,0.0058060672213479875
533,-0.19999999999999996,-0.19999999999999996,0.0,-0.09436173006902482,-0.09436173006902482,0.0
534,-0.19999999999999996,-0.19999999999999996,0.20000000000000018,-0.09130192454126658,-0.09130192454126658,-0.005806067221347996
535,-0.19999999999999996,-0.19999999999999996,0.40000000000000013,-0.08278980192375271,-0.08278980192375271,-0.010389146693090236
536,-0.19999999999999996,-0.19999999999999996,0.6000000000000001,-0.07058673572809243,-0.07058673572809243,-0.012961802713703044
537,-0.19999999999999996,-0.19999999999999996,0.8,-0.056921708575436554,-0.056921708575436554,-0.013420263007580677
538,-0.19999999999999996,-0.19999999999999996,1.0,-0.04377013712635761,-0.04377013712635761,-0.012260436081891958
539,-0.19999999999999996,0.0,-1.0,0.0,-0.044169866510453654,-0.0
540,-0.19999999999999996,0.0,-0.8,0.0,-0.057011218158487774,-0.0
541,-0.19999999999999996,0.0,-0.6,0.0,-0.07020901096719864,-0.0
542,-0.19999999999999996,0.0,-0.3999999999999999,0.0,-0.08189489034273668,-0.0
543,-0.19999999999999996,0.0,-0.19999999999999996,0.0,-0.09000151035297321,-0.0
544,-0.19999999999999996,0.0,0.0,0.0,-0.09290800610625764,-0.0
545,-0.19999999999999996,0.0,0.20000000000000018,0.0,-0.09000151035297321,0.0
546,-0.19999999999999996,0.0,0.40000000000000013,0.0,-0.08189489034273667,0.0
547,-0.19999999999999996,0.0,0.6000000000000001,0.0,-0.07020901096719863,0.0
548,-0.19999999999999996,0.0,0.8,0.0,-0.057011218158487774,0.0
549,-0.19999999999999996,0.0,1.0,0.0,-0.044169866510453654,0.0
550,-0.19999999999999996,0.20000000000000018,-1.0,0.04377013712635766,-0.04377013712635761,-0.012260436081891972
551,-0.19999999999999996,0.20000000000000018,-0.8,0.056921708575436616,-0.056921708575436554,-0.013420263007580693
552,-0.19999999999999996,0.20000000000000018,-0.6,0.07058673572809251,-0.07058673572809243,-0.012961802713703062
553,-0.19999999999999996,0.20000000000000018,-0.3999999999999999,0.08278980192375282,-0.08278980192375272,-0.010389146693090247
554,-0.19999999999999996,0.20000000000000018,-0.19999999999999996,0.09130192454126668,-0.09130192454126658,-0.0058060672213479944
555,-0.19999999999999996,0.20000000000000018,0.0,0.09436173006902493,-0.09436173006902483,-0.0
556,-0.19999999999999996,0.20000000000000018,0.20000000000000018,0.09130192454126668,-0.09130192454126658,0.005806067221348004
557,-0.19999999999999996,0.20000000000000018,0.40000000000000013,0.08278980192375279,-0.08278980192375272,0.010389146693090249
558,-0.19999999999999996,0.20000000000000018,0.6000000000000001,0.0705867357280925,-0.07058673572809243,0.012961802713703062
559,-0.19999999999999996,0.20000000000000018,0.8,0.056921708575436616,-0.056921708575436554,0.013420263007580693
