time,Anum,Bnum,Aact,Bact,Bcum,inventory,refilled
369.9583333333333,7.470900588273877e+16,1.927193199510264e+16,40225218113.08161,15617149885.835667,776064318515.1552,10140041447.068413,4646981510.912997
370.0,7.456433535251686e+16,1.9360251827815244e+16,40147323840.97946,15688720502.923521,791753039018.0786,10140041447.068413,4646981510.912997
370.0,7.456433535251686e+16,0.0,40147323840.97946,0.0,791753039018.0786,10140041447.068413,4646981510.912997
370.0416666666667,7.441994497007723e+16,144179905127893.8,40069580407.52805,116837231.96408528,791753039018.0786,10140041447.068413,4646981510.912997
370.0833333333333,7.427583419292688e+16,287660611440578.56,39991987520.635445,233107863.09645876,791753039018.0786,10140041447.068413,4646981510.912997
370.125,7.41320024796227e+16,430444696382462.94,39914544888.77498,348813982.0478931,791753039018.0786,10140041447.068413,4646981510.912997
370.1666666666667,7.39884492897707e+16,572534728842274.1,39837252220.98485,463957670.53600246,791753039018.0786,10140041447.068413,4646981510.912997
370.2083333333333,7.38451740840233e+16,713933269180529.2,39760109226.866684,578541003.3675041,791753039018.0786,10140041447.068413,4646981510.912997
370.25,7.370217632407675e+16,854642869256990.2,39683115616.58414,692566048.4604666,791753039018.0786,10140041447.068413,4646981510.912997
370.2916666666667,7.355945547267032e+16,994666072456348.5,39606271100.86244,806034866.8651236,791753039018.0786,10140041447.068413,4646981510.912997
370.3333333333333,7.341701099358362e+16,1134005413715418.0,39529575390.98698,918949512.7859104,791753039018.0786,10140041447.068413,4646981510.912997
370.375,7.327484235163406e+16,1272663419550377.0,39453028198.80191,1031312033.6035383,791753039018.0786,10140041447.068413,4646981510.912997
370.4166666666667,7.313294901267602e+16,1410642608082223.2,39376629236.70972,1143124469.895624,791753039018.0786,10140041447.068413,4646981510.912997
370.4583333333333,7.299133044359818e+16,1547945489063622.2,39300378217.66979,1254388855.4584448,791753039018.0786,10140041447.068413,4646981510.912997
370.5,7.284998611232101e+16,1684574563906084.8,39224274855.19705,1365107217.3289633,791753039018.0786,10140041447.068413,4646981510.912997
370.5416666666667,7.270891548779589e+16,1820532325704961.5,39148318863.3615,1475281575.805081,791753039018.0786,10140041447.068413,4646981510.912997
370.5833333333333,7.256811804000258e+16,1955821259266243.8,39072509956.78683,1584913944.4673572,791753039018.0786,10140041447.068413,4646981510.912997
370.625,7.24275932399466e+16,2090443841133345.5,38996847850.64903,1694006330.2007115,791753039018.0786,10140041447.068413,4646981510.912997
370.6666666666667,7.22873405596584e+16,2224402539611953.5,38921332260.67596,1802560733.2145617,791753039018.0786,10140041447.068413,4646981510.912997
