# (n,g)     reaction
# E_in [eV]   sigma[barns]
8.754696e+01  1.049333e+01
8.754832e+01  1.053965e+01
8.754967e+01  1.058628e+01
8.755102e+01  1.063322e+01
8.755238e+01  1.068047e+01
8.755373e+01  1.072803e+01
8.755508e+01  1.077592e+01
8.755644e+01  1.082412e+01
8.755779e+01  1.087266e+01
8.755914e+01  1.092152e+01
8.756050e+01  1.097070e+01
8.756185e+01  1.102023e+01
8.756320e+01  1.107009e+01
8.756456e+01  1.112029e+01
8.756591e+01  1.117083e+01
8.756801e+01  1.124975e+01
8.757010e+01  1.132952e+01
8.757220e+01  1.141013e+01
8.757429e+01  1.149162e+01
8.757639e+01  1.157397e+01
8.757848e+01  1.165722e+01
8.758058e+01  1.174137e+01
8.758267e+01  1.182644e+01
8.758477e+01  1.191243e+01
8.758686e+01  1.199937e+01
8.758896e+01  1.208726e+01
8.759105e+01  1.217612e+01
8.759315e+01  1.226597e+01
8.759524e+01  1.235681e+01
8.759734e+01  1.244867e+01
8.759943e+01  1.254156e+01
8.760153e+01  1.263550e+01
8.760362e+01  1.273049e+01
8.760572e+01  1.282656e+01
8.760781e+01  1.292372e+01
8.760991e+01  1.302200e+01
8.761200e+01  1.312139e+01
8.761619e+01  1.332364e+01
8.762038e+01  1.353060e+01
8.762457e+01  1.374242e+01
8.762876e+01  1.395926e+01
8.763295e+01  1.418127e+01
8.763715e+01  1.440863e+01
8.764134e+01  1.464151e+01
8.764553e+01  1.488008e+01
8.764972e+01  1.512453e+01
8.765391e+01  1.537507e+01
8.765810e+01  1.563188e+01
8.766229e+01  1.589518e+01
8.766648e+01  1.616520e+01
8.767067e+01  1.644216e+01
8.767486e+01  1.672630e+01
8.767905e+01  1.701787e+01
8.768324e+01  1.731714e+01
8.768743e+01  1.762438e+01
8.769162e+01  1.793987e+01
8.769581e+01  1.826391e+01
8.770000e+01  1.859681e+01
8.770325e+01  1.886091e+01
8.770649e+01  1.913067e+01
8.770974e+01  1.940627e+01
8.771298e+01  1.968787e+01
8.771623e+01  1.997564e+01
8.771947e+01  2.026977e+01
8.772272e+01  2.057044e+01
8.772596e+01  2.087785e+01
8.772921e+01  2.119221e+01
8.773245e+01  2.151373e+01
8.773570e+01  2.184261e+01
8.773894e+01  2.217910e+01
8.774543e+01  2.287582e+01
8.775192e+01  2.360590e+01
8.775841e+01  2.437149e+01
8.776490e+01  2.517493e+01
8.777139e+01  2.601876e+01
8.777788e+01  2.690572e+01
8.778437e+01  2.783881e+01
8.779086e+01  2.882127e+01
8.779735e+01  2.985665e+01
8.780384e+01  3.094881e+01
8.780871e+01  3.180749e+01
8.781357e+01  3.270238e+01
8.781844e+01  3.363555e+01
8.782331e+01  3.460921e+01
8.782817e+01  3.562573e+01
8.783304e+01  3.668767e+01
8.783790e+01  3.779775e+01
8.784277e+01  3.895894e+01
8.784764e+01  4.017442e+01
8.785250e+01  4.144761e+01
8.785737e+01  4.278222e+01
8.786224e+01  4.418226e+01
8.786710e+01  4.565207e+01
8.787197e+01  4.719635e+01
8.787683e+01  4.882021e+01
8.788170e+01  5.052921e+01
8.788630e+01  5.222842e+01
8.789090e+01  5.401466e+01
8.789550e+01  5.589394e+01
8.790010e+01  5.787283e+01
8.790470e+01  5.995846e+01
8.790930e+01  6.215865e+01
8.791390e+01  6.448191e+01
8.791850e+01  6.693757e+01
8.792310e+01  6.953584e+01
8.792770e+01  7.228795e+01
8.793230e+01  7.520626e+01
8.793690e+01  7.830436e+01
8.794150e+01  8.159728e+01
8.794610e+01  8.510165e+01
8.795070e+01  8.883587e+01
8.795530e+01  9.282042e+01
8.795990e+01  9.707809e+01
8.796450e+01  1.016343e+02
8.796910e+01  1.065175e+02
8.797370e+01  1.117595e+02
8.797830e+01  1.173962e+02
8.798290e+01  1.234680e+02
8.798750e+01  1.300207e+02
8.798980e+01  1.334932e+02
8.799210e+01  1.371059e+02
8.799440e+01  1.408663e+02
8.799670e+01  1.447826e+02
8.799900e+01  1.488635e+02
8.800130e+01  1.531181e+02
8.800360e+01  1.575566e+02
8.800590e+01  1.621894e+02
8.800820e+01  1.670280e+02
8.801050e+01  1.720848e+02
8.801280e+01  1.773729e+02
8.801510e+01  1.829066e+02
8.801809e+01  1.904926e+02
8.802108e+01  1.985563e+02
8.802292e+01  2.037733e+02
8.802476e+01  2.091967e+02
8.802660e+01  2.148374e+02
8.802844e+01  2.207070e+02
8.803028e+01  2.268180e+02
8.803212e+01  2.331836e+02
8.803396e+01  2.398181e+02
8.803580e+01  2.467364e+02
8.803764e+01  2.539550e+02
8.803948e+01  2.614912e+02
8.804132e+01  2.693637e+02
8.804316e+01  2.775925e+02
8.804500e+01  2.861991e+02
8.804684e+01  2.952067e+02
8.804868e+01  3.046403e+02
8.805052e+01  3.145265e+02
8.805236e+01  3.248946e+02
8.805420e+01  3.357756e+02
8.805604e+01  3.472035e+02
8.805788e+01  3.592148e+02
8.805972e+01  3.718493e+02
8.806156e+01  3.851498e+02
8.806340e+01  3.991632e+02
8.806524e+01  4.139401e+02
8.806708e+01  4.295358e+02
8.806892e+01  4.460107e+02
8.807076e+01  4.634303e+02
8.807260e+01  4.818666e+02
8.807444e+01  5.013980e+02
8.807628e+01  5.221107e+02
8.807812e+01  5.440991e+02
8.807996e+01  5.674669e+02
8.808180e+01  5.923283e+02
8.808364e+01  6.188090e+02
8.808548e+01  6.470476e+02
8.808732e+01  6.771975e+02
8.808916e+01  7.094281e+02
8.809100e+01  7.439274e+02
8.809284e+01  7.809036e+02
8.809468e+01  8.205886e+02
8.809652e+01  8.632398e+02
8.809836e+01  9.091444e+02
8.809928e+01  9.334153e+02
8.810020e+01  9.586225e+02
8.810112e+01  9.848119e+02
8.810204e+01  1.012032e+03
8.810296e+01  1.040334e+03
8.810388e+01  1.069772e+03
8.810480e+01  1.100404e+03
8.810572e+01  1.132291e+03
8.810664e+01  1.165496e+03
8.810756e+01  1.200088e+03
8.810848e+01  1.236139e+03
8.810940e+01  1.273725e+03
8.811032e+01  1.312927e+03
8.811124e+01  1.353831e+03
8.811216e+01  1.396525e+03
8.811308e+01  1.441107e+03
8.811400e+01  1.487676e+03
8.811492e+01  1.536341e+03
8.811584e+01  1.587213e+03
8.811676e+01  1.640411e+03
8.811768e+01  1.696061e+03
8.811860e+01  1.754295e+03
8.811952e+01  1.815252e+03
8.812044e+01  1.879078e+03
8.812136e+01  1.945926e+03
8.812228e+01  2.015956e+03
8.812320e+01  2.089336e+03
8.812412e+01  2.166240e+03
8.812504e+01  2.246849e+03
8.812596e+01  2.331348e+03
8.812688e+01  2.419931e+03
8.812780e+01  2.512792e+03
8.812872e+01  2.610131e+03
8.812964e+01  2.712148e+03
8.813056e+01  2.819042e+03
8.813148e+01  2.931007e+03
8.813240e+01  3.048233e+03
8.813332e+01  3.170895e+03
8.813424e+01  3.299155e+03
8.813516e+01  3.433150e+03
8.813608e+01  3.572991e+03
8.813700e+01  3.718750e+03
8.813792e+01  3.870452e+03
8.813884e+01  4.028065e+03
8.813976e+01  4.191489e+03
8.814068e+01  4.360539e+03
8.814160e+01  4.534934e+03
8.814252e+01  4.714279e+03
8.814436e+01  5.085579e+03
8.814620e+01  5.468419e+03
8.814755e+01  5.751356e+03
8.814804e+01  5.854014e+03
8.814988e+01  6.230580e+03
8.815080e+01  6.410997e+03
8.815172e+01  6.583473e+03
8.815264e+01  6.745849e+03
8.815356e+01  6.895914e+03
8.815448e+01  7.031469e+03
8.815540e+01  7.150392e+03
8.815644e+01  7.262181e+03
8.815724e+01  7.330873e+03
8.815786e+01  7.372666e+03
8.815835e+01  7.397942e+03
8.815872e+01  7.413169e+03
8.815901e+01  7.422324e+03
8.815923e+01  7.427818e+03
8.815941e+01  7.431112e+03
8.815954e+01  7.433085e+03
8.815964e+01  7.434267e+03
8.815972e+01  7.434974e+03
8.815979e+01  7.435397e+03
8.815983e+01  7.435649e+03
8.815987e+01  7.435800e+03
8.815990e+01  7.435890e+03
8.815992e+01  7.435943e+03
8.815994e+01  7.435975e+03
8.815995e+01  7.435993e+03
8.815996e+01  7.436004e+03
8.815997e+01  7.436011e+03
8.815998e+01  7.436014e+03
8.815998e+01  7.436017e+03
8.815999e+01  7.436018e+03
8.815999e+01  7.436018e+03
8.815999e+01  7.436019e+03
8.815999e+01  7.436019e+03
8.815999e+01  7.436019e+03
8.815999e+01  7.436019e+03
8.816000e+01  7.436019e+03
8.816000e+01  7.436018e+03
8.816001e+01  7.436018e+03
8.816001e+01  7.436018e+03
8.816001e+01  7.436018e+03
8.816001e+01  7.436017e+03
8.816001e+01  7.436017e+03
8.816001e+01  7.436017e+03
8.816001e+01  7.436015e+03
8.816002e+01  7.436013e+03
8.816002e+01  7.436010e+03
8.816003e+01  7.436004e+03
8.816004e+01  7.435995e+03
8.816005e+01  7.435981e+03
8.816006e+01  7.435957e+03
8.816008e+01  7.435918e+03
8.816011e+01  7.435853e+03
8.816014e+01  7.435746e+03
8.816018e+01  7.435567e+03
8.816023e+01  7.435271e+03
8.816029e+01  7.434779e+03
8.816038e+01  7.433960e+03
8.816049e+01  7.432598e+03
8.816063e+01  7.430330e+03
8.816082e+01  7.426554e+03
8.816106e+01  7.420272e+03
8.816136e+01  7.409822e+03
8.816176e+01  7.392465e+03
8.816228e+01  7.363705e+03
8.816294e+01  7.316243e+03
8.816380e+01  7.238439e+03
8.816443e+01  7.169846e+03
8.816506e+01  7.092325e+03
8.816598e+01  6.964706e+03
8.816690e+01  6.821514e+03
8.816782e+01  6.664917e+03
8.816874e+01  6.497130e+03
8.816966e+01  6.320343e+03
8.817058e+01  6.136670e+03
8.817242e+01  5.756483e+03
8.817426e+01  5.370533e+03
8.817610e+01  4.989843e+03
8.817794e+01  4.622466e+03
8.817886e+01  4.445546e+03
8.817978e+01  4.273792e+03
8.818070e+01  4.107539e+03
8.818162e+01  3.947020e+03
8.818254e+01  3.792372e+03
8.818346e+01  3.643662e+03
8.818438e+01  3.500890e+03
8.818530e+01  3.364006e+03
8.818622e+01  3.232918e+03
8.818714e+01  3.107499e+03
8.818806e+01  2.987601e+03
8.818898e+01  2.873053e+03
8.818990e+01  2.763672e+03
8.819082e+01  2.659265e+03
8.819174e+01  2.559636e+03
8.819266e+01  2.464585e+03
8.819358e+01  2.373911e+03
8.819450e+01  2.287418e+03
8.819542e+01  2.204910e+03
8.819634e+01  2.126199e+03
8.819726e+01  2.051100e+03
8.819818e+01  1.979437e+03
8.819910e+01  1.911039e+03
8.820002e+01  1.845741e+03
8.820094e+01  1.783388e+03
8.820186e+01  1.723829e+03
8.820278e+01  1.666923e+03
8.820370e+01  1.612533e+03
8.820462e+01  1.560530e+03
8.820554e+01  1.510794e+03
8.820646e+01  1.463207e+03
8.820738e+01  1.417660e+03
8.820830e+01  1.374050e+03
8.820922e+01  1.332278e+03
8.821014e+01  1.292251e+03
8.821106e+01  1.253881e+03
8.821198e+01  1.217086e+03
8.821290e+01  1.181787e+03
8.821382e+01  1.147910e+03
8.821474e+01  1.115385e+03
8.821566e+01  1.084146e+03
8.821658e+01  1.054131e+03
8.821750e+01  1.025279e+03
8.821842e+01  9.975360e+02
8.821934e+01  9.708486e+02
8.822026e+01  9.451670e+02
8.822210e+01  8.966349e+02
8.822394e+01  8.515919e+02
8.822578e+01  8.097266e+02
8.822762e+01  7.707597e+02
8.822946e+01  7.344402e+02
8.823130e+01  7.005429e+02
8.823314e+01  6.688646e+02
8.823498e+01  6.392223e+02
8.823682e+01  6.114508e+02
8.823866e+01  5.854007e+02
8.824050e+01  5.609368e+02
8.824234e+01  5.379362e+02
8.824418e+01  5.162878e+02
8.824602e+01  4.958901e+02
8.824786e+01  4.766509e+02
8.824970e+01  4.584862e+02
8.825154e+01  4.413191e+02
8.825338e+01  4.250795e+02
8.825522e+01  4.097031e+02
8.825706e+01  3.951308e+02
8.825890e+01  3.813088e+02
8.826074e+01  3.681872e+02
8.826258e+01  3.557203e+02
8.826442e+01  3.438661e+02
8.826626e+01  3.325856e+02
8.826810e+01  3.218429e+02
8.826994e+01  3.116051e+02
8.827178e+01  3.018413e+02
8.827362e+01  2.925231e+02
8.827546e+01  2.836243e+02
8.827730e+01  2.751203e+02
8.827914e+01  2.669884e+02
8.828098e+01  2.592075e+02
8.828282e+01  2.517579e+02
8.828466e+01  2.446213e+02
8.828650e+01  2.377805e+02
8.828834e+01  2.312198e+02
8.829018e+01  2.249240e+02
8.829202e+01  2.188793e+02
8.829386e+01  2.130727e+02
8.829570e+01  2.074919e+02
8.829754e+01  2.021255e+02
8.829938e+01  1.969627e+02
8.830272e+01  1.880920e+02
8.830605e+01  1.798024e+02
8.830835e+01  1.743981e+02
8.831065e+01  1.692320e+02
8.831295e+01  1.642903e+02
8.831525e+01  1.595604e+02
8.831755e+01  1.550303e+02
8.831985e+01  1.506892e+02
8.832215e+01  1.465266e+02
8.832445e+01  1.425330e+02
8.832675e+01  1.386994e+02
8.832905e+01  1.350174e+02
8.833135e+01  1.314793e+02
8.833365e+01  1.280776e+02
8.833825e+01  1.216564e+02
8.834285e+01  1.157037e+02
8.834745e+01  1.101752e+02
8.835205e+01  1.050318e+02
8.835665e+01  1.002387e+02
8.836125e+01  9.576484e+01
8.836585e+01  9.158269e+01
8.837045e+01  8.766750e+01
8.837505e+01  8.399711e+01
8.837965e+01  8.055161e+01
8.838425e+01  7.731305e+01
8.838885e+01  7.426525e+01
8.839345e+01  7.139356e+01
8.839805e+01  6.868471e+01
8.840265e+01  6.612666e+01
8.840725e+01  6.370844e+01
8.841185e+01  6.142009e+01
8.841645e+01  5.925249e+01
8.842105e+01  5.719731e+01
8.842565e+01  5.524693e+01
8.843025e+01  5.339436e+01
8.843485e+01  5.163319e+01
8.843945e+01  4.995751e+01
8.844571e+01  4.780323e+01
8.845198e+01  4.578501e+01
8.845824e+01  4.389166e+01
8.846451e+01  4.211311e+01
8.847077e+01  4.044028e+01
8.847704e+01  3.886496e+01
8.848330e+01  3.737974e+01
8.848957e+01  3.597788e+01
8.849583e+01  3.465328e+01
8.850210e+01  3.340036e+01
8.850836e+01  3.221405e+01
8.851463e+01  3.108973e+01
8.852089e+01  3.002315e+01
8.852715e+01  2.901044e+01
8.853342e+01  2.804802e+01
8.853968e+01  2.713264e+01
8.854660e+01  2.617252e+01
8.855352e+01  2.526239e+01
8.856044e+01  2.439885e+01
8.856736e+01  2.357878e+01
8.857428e+01  2.279930e+01
8.858120e+01  2.205778e+01
8.858812e+01  2.135181e+01
8.859504e+01  2.067914e+01
8.860197e+01  2.003773e+01
8.860889e+01  1.942565e+01
8.861581e+01  1.884116e+01
8.862273e+01  1.828262e+01
8.862965e+01  1.774852e+01
8.863657e+01  1.723746e+01
8.864349e+01  1.674812e+01
8.865041e+01  1.627931e+01
8.865934e+01  1.570248e+01
8.866828e+01  1.515573e+01
8.867721e+01  1.463702e+01
8.868615e+01  1.414446e+01
8.869508e+01  1.367631e+01
8.870402e+01  1.323100e+01
8.871295e+01  1.280706e+01
8.872189e+01  1.240316e+01
8.873083e+01  1.201804e+01
8.873976e+01  1.165056e+01
8.874870e+01  1.129966e+01
8.875763e+01  1.096436e+01
8.876657e+01  1.064375e+01
8.877550e+01  1.033698e+01
8.878444e+01  1.004327e+01
8.879337e+01  9.761891e+00
8.880491e+01  9.415630e+00
8.881645e+01  9.087450e+00
8.882799e+01  8.776115e+00
8.883954e+01  8.480492e+00
8.885108e+01  8.199542e+00
8.886262e+01  7.932310e+00
8.887416e+01  7.677919e+00
8.888570e+01  7.435559e+00
8.889724e+01  7.204483e+00
8.890878e+01  6.984003e+00
8.892032e+01  6.773480e+00
8.893186e+01  6.572325e+00
8.894340e+01  6.379989e+00
8.895494e+01  6.195966e+00
8.896648e+01  6.019783e+00
8.897802e+01  5.851002e+00
8.899292e+01  5.643316e+00
8.900783e+01  5.446483e+00
8.902273e+01  5.259762e+00
8.903763e+01  5.082471e+00
8.905254e+01  4.913986e+00
8.906744e+01  4.753734e+00
8.908235e+01  4.601187e+00
8.909725e+01  4.455860e+00
8.911215e+01  4.317304e+00
8.912706e+01  4.185106e+00
8.914196e+01  4.058882e+00
8.915687e+01  3.938278e+00
8.917177e+01  3.822965e+00
8.918667e+01  3.712640e+00
8.920158e+01  3.607017e+00
8.921648e+01  3.505834e+00
8.923573e+01  3.381315e+00
8.925498e+01  3.263307e+00
8.927423e+01  3.151366e+00
8.929349e+01  3.045082e+00
8.931274e+01  2.944082e+00
8.933199e+01  2.848019e+00
8.935124e+01  2.756579e+00
8.937049e+01  2.669470e+00
8.938974e+01  2.586421e+00
8.940899e+01  2.507186e+00
8.942824e+01  2.431534e+00
8.944749e+01  2.359252e+00
8.946675e+01  2.290144e+00
8.948600e+01  2.224026e+00
8.950525e+01  2.160728e+00
8.952450e+01  2.100093e+00
8.954936e+01  2.025475e+00
8.957423e+01  1.954762e+00
8.959910e+01  1.887685e+00
8.962396e+01  1.824001e+00
8.964883e+01  1.763485e+00
8.967369e+01  1.705929e+00
8.969856e+01  1.651144e+00
8.972342e+01  1.598954e+00
8.974829e+01  1.549200e+00
8.977316e+01  1.501731e+00
8.979802e+01  1.456410e+00
8.982289e+01  1.413109e+00
8.984775e+01  1.371711e+00
8.987262e+01  1.332104e+00
8.989749e+01  1.294189e+00
8.992235e+01  1.257868e+00
8.995447e+01  1.213180e+00
8.998658e+01  1.170831e+00
9.001869e+01  1.130662e+00
9.005081e+01  1.092524e+00
9.008292e+01  1.056284e+00
9.011503e+01  1.021818e+00
9.014715e+01  9.890118e-01
9.017926e+01  9.577608e-01
9.021138e+01  9.279683e-01
9.024349e+01  8.995449e-01
9.027560e+01  8.724082e-01
9.030772e+01  8.464817e-01
9.033983e+01  8.216945e-01
9.037194e+01  7.979810e-01
9.040406e+01  7.752800e-01
9.043617e+01  7.535348e-01
9.047765e+01  7.267798e-01
9.051912e+01  7.014262e-01
9.056060e+01  6.773777e-01
9.060207e+01  6.545464e-01
9.064355e+01  6.328516e-01
9.068502e+01  6.122192e-01
9.072650e+01  5.925809e-01
9.076797e+01  5.738741e-01
9.080944e+01  5.560407e-01
9.085092e+01  5.390273e-01
9.089239e+01  5.227844e-01
9.093387e+01  5.072663e-01
9.097534e+01  4.924304e-01
9.101682e+01  4.782375e-01
9.105829e+01  4.646509e-01
9.109977e+01  4.516366e-01
9.115334e+01  4.356238e-01
9.120690e+01  4.204501e-01
9.126047e+01  4.060579e-01
9.131404e+01  3.923946e-01
9.136760e+01  3.794119e-01
9.142117e+01  3.670653e-01
9.147474e+01  3.553139e-01
9.152830e+01  3.441202e-01
9.158187e+01  3.334495e-01
9.163544e+01  3.232698e-01
9.168900e+01  3.135513e-01
9.174257e+01  3.042668e-01
9.179614e+01  2.953907e-01
9.184971e+01  2.868995e-01
9.190327e+01  2.787713e-01
9.195684e+01  2.709857e-01
9.202604e+01  2.614044e-01
9.209524e+01  2.523255e-01
9.216444e+01  2.437148e-01
9.223364e+01  2.355405e-01
9.230285e+01  2.277737e-01
9.237205e+01  2.203877e-01
9.244125e+01  2.133582e-01
9.251045e+01  2.066626e-01
9.257965e+01  2.002801e-01
9.264885e+01  1.941915e-01
9.271805e+01  1.883791e-01
9.278726e+01  1.828264e-01
9.285646e+01  1.775183e-01
9.292566e+01  1.724405e-01
9.299486e+01  1.675800e-01
9.306406e+01  1.629245e-01
9.315341e+01  1.571983e-01
9.324277e+01  1.517725e-01
9.333213e+01  1.466265e-01
9.342148e+01  1.417416e-01
9.351083e+01  1.371003e-01
9.360019e+01  1.326867e-01
9.368954e+01  1.284862e-01
9.377890e+01  1.244854e-01
9.386826e+01  1.206717e-01
9.395761e+01  1.170338e-01
9.404697e+01  1.135609e-01
9.413632e+01  1.102434e-01
9.422567e+01  1.070720e-01
9.431503e+01  1.040384e-01
9.440439e+01  1.011347e-01
9.449374e+01  9.835352e-02
9.465495e+01  9.362467e-02
9.481615e+01  8.923683e-02
9.497736e+01  8.515805e-02
9.513856e+01  8.136003e-02
9.528876e+01  7.805175e-02
9.543896e+01  7.494720e-02
9.558917e+01  7.203002e-02
9.573937e+01  6.928547e-02
9.588957e+01  6.670022e-02
9.603978e+01  6.426222e-02
9.618998e+01  6.196051e-02
9.634018e+01  5.978515e-02
9.648922e+01  5.774259e-02
9.663826e+01  5.580744e-02
9.678730e+01  5.397232e-02
9.693634e+01  5.223048e-02
9.708538e+01  5.057571e-02
9.723442e+01  4.900234e-02
9.738346e+01  4.750512e-02
9.753250e+01  4.607923e-02
9.768154e+01  4.472024e-02
9.783058e+01  4.342402e-02
9.797962e+01  4.218680e-02
9.812866e+01  4.100506e-02
9.827770e+01  3.987554e-02
9.842674e+01  3.879522e-02
9.857578e+01  3.776130e-02
9.872482e+01  3.677117e-02
9.891733e+01  3.555314e-02
9.910984e+01  3.439931e-02
9.930235e+01  3.330526e-02
9.949486e+01  3.226697e-02
9.968737e+01  3.128071e-02
9.987988e+01  3.034309e-02
1.000724e+02  2.945098e-02
1.002649e+02  2.860151e-02
1.004574e+02  2.779200e-02
1.006499e+02  2.702002e-02
1.008424e+02  2.628329e-02
1.010349e+02  2.557971e-02
1.012274e+02  2.490734e-02
1.014200e+02  2.426437e-02
1.016125e+02  2.364913e-02
1.018050e+02  2.306006e-02
1.020536e+02  2.233556e-02
1.023023e+02  2.164943e-02
1.025510e+02  2.099903e-02
1.027996e+02  2.038195e-02
1.030483e+02  1.979596e-02
1.032969e+02  1.923906e-02
1.035456e+02  1.870935e-02
1.037943e+02  1.820512e-02
1.040429e+02  1.772480e-02
1.042916e+02  1.726690e-02
1.045402e+02  1.683008e-02
1.047889e+02  1.641308e-02
1.050375e+02  1.601474e-02
1.052862e+02  1.563399e-02
1.055349e+02  1.526982e-02
1.057835e+02  1.492130e-02
1.061306e+02  1.445934e-02
1.064777e+02  1.402404e-02
1.068249e+02  1.361343e-02
1.071720e+02  1.322573e-02
1.075191e+02  1.285931e-02
1.078662e+02  1.251269e-02
1.082133e+02  1.218451e-02
1.085604e+02  1.187353e-02
1.091508e+02  1.138098e-02
1.097411e+02  1.092992e-02
1.103314e+02  1.051602e-02
1.109217e+02  1.013549e-02
1.113365e+02  9.886300e-03
1.117512e+02  9.650922e-03
1.121660e+02  9.428418e-03
1.125807e+02  9.217933e-03
1.129955e+02  9.018680e-03
1.134102e+02  8.829941e-03
1.138250e+02  8.651053e-03
1.142397e+02  8.481407e-03
1.150692e+02  8.167642e-03
1.158987e+02  7.884655e-03
1.167282e+02  7.629040e-03
1.175577e+02  7.397872e-03
1.182561e+02  7.220322e-03
1.189546e+02  7.057004e-03
1.198513e+02  6.866343e-03
1.207481e+02  6.695094e-03
1.216448e+02  6.541417e-03
1.225415e+02  6.403729e-03
1.234382e+02  6.280675e-03
1.243350e+02  6.171092e-03
1.252317e+02  6.073992e-03
1.261284e+02  5.988539e-03
1.270000e+02  5.915980e-03
1.277788e+02  5.859468e-03
1.285576e+02  5.810500e-03
1.293364e+02  5.768843e-03
1.301152e+02  5.734336e-03
1.308940e+02  5.706885e-03
1.316728e+02  5.686470e-03
1.324516e+02  5.673148e-03
1.332304e+02  5.667064e-03
1.342230e+02  5.670197e-03
1.352155e+02  5.686267e-03
1.362081e+02  5.716433e-03
1.372006e+02  5.762341e-03
1.380544e+02  5.816153e-03
1.389881e+02  5.892619e-03
1.394549e+02  5.938768e-03
1.399218e+02  5.990895e-03
1.403886e+02  6.049645e-03
1.408555e+02  6.115776e-03
1.413223e+02  6.190186e-03
1.417892e+02  6.273946e-03
1.421507e+02  6.346028e-03
1.425122e+02  6.425176e-03
1.428737e+02  6.512197e-03
1.432351e+02  6.608033e-03
1.435966e+02  6.713783e-03
1.439581e+02  6.830734e-03
1.443196e+02  6.960408e-03
1.446811e+02  7.104609e-03
1.449610e+02  7.227576e-03
1.452408e+02  7.361702e-03
1.455207e+02  7.508343e-03
1.458006e+02  7.669070e-03
1.460804e+02  7.845722e-03
1.463603e+02  8.040450e-03
1.466402e+02  8.255793e-03
1.469200e+02  8.494760e-03
1.471368e+02  8.698304e-03
1.473535e+02  8.920107e-03
1.475702e+02  9.162428e-03
1.477869e+02  9.427892e-03
1.480037e+02  9.719562e-03
1.482204e+02  1.004103e-02
1.484371e+02  1.039652e-02
1.486539e+02  1.079106e-02
1.488216e+02  1.112705e-02
1.489894e+02  1.149325e-02
1.491572e+02  1.189343e-02
1.493249e+02  1.233195e-02
1.494927e+02  1.281393e-02
1.495766e+02  1.307304e-02
1.496605e+02  1.334533e-02
1.497444e+02  1.363172e-02
1.498283e+02  1.393321e-02
1.499122e+02  1.425088e-02
1.499960e+02  1.458592e-02
1.501260e+02  1.514219e-02
1.502559e+02  1.574871e-02
1.503858e+02  1.641174e-02
1.504508e+02  1.676668e-02
1.505158e+02  1.713857e-02
1.505807e+02  1.752852e-02
1.506457e+02  1.793772e-02
1.507106e+02  1.836746e-02
1.507756e+02  1.881914e-02
1.508406e+02  1.929430e-02
1.509055e+02  1.979460e-02
1.509705e+02  2.032185e-02
1.510355e+02  2.087803e-02
1.510932e+02  2.139841e-02
1.511509e+02  2.194502e-02
1.512087e+02  2.251964e-02
1.512664e+02  2.312424e-02
1.513242e+02  2.376093e-02
1.513819e+02  2.443205e-02
1.514397e+02  2.514013e-02
1.514974e+02  2.588794e-02
1.515830e+02  2.707693e-02
1.516259e+02  2.771015e-02
1.516687e+02  2.837123e-02
1.517115e+02  2.906182e-02
1.517543e+02  2.978371e-02
1.517972e+02  3.053883e-02
1.518400e+02  3.132925e-02
1.518789e+02  3.208049e-02
1.519179e+02  3.286459e-02
1.519568e+02  3.368348e-02
1.519958e+02  3.453927e-02
1.520347e+02  3.543422e-02
1.520736e+02  3.637074e-02
1.521126e+02  3.735146e-02
1.521515e+02  3.837922e-02
1.521905e+02  3.945707e-02
1.522294e+02  4.058834e-02
1.522683e+02  4.177661e-02
1.523073e+02  4.302579e-02
1.523462e+02  4.434012e-02
1.523852e+02  4.572422e-02
1.524241e+02  4.718313e-02
1.524630e+02  4.872234e-02
1.524932e+02  4.997304e-02
1.525233e+02  5.127848e-02
1.525535e+02  5.264194e-02
1.525836e+02  5.406688e-02
1.526138e+02  5.555708e-02
1.526439e+02  5.711659e-02
1.526741e+02  5.874978e-02
1.527042e+02  6.046136e-02
1.527344e+02  6.225645e-02
1.527645e+02  6.414057e-02
1.527947e+02  6.611972e-02
1.528248e+02  6.820039e-02
1.528550e+02  7.038966e-02
1.528851e+02  7.269524e-02
1.529153e+02  7.512552e-02
1.529454e+02  7.768965e-02
1.529688e+02  7.977315e-02
1.529921e+02  8.194793e-02
1.530155e+02  8.421939e-02
1.530388e+02  8.659336e-02
1.530621e+02  8.907611e-02
1.530855e+02  9.167438e-02
1.531088e+02  9.439547e-02
1.531322e+02  9.724724e-02
1.531555e+02  1.002382e-01
1.531789e+02  1.033776e-01
1.532022e+02  1.066754e-01
1.532255e+02  1.101424e-01
1.532489e+02  1.137904e-01
1.532722e+02  1.176324e-01
1.532956e+02  1.216821e-01
1.533189e+02  1.259551e-01
1.533370e+02  1.294275e-01
1.533551e+02  1.330521e-01
1.533731e+02  1.368379e-01
1.533912e+02  1.407946e-01
1.534093e+02  1.449327e-01
1.534274e+02  1.492634e-01
1.534454e+02  1.537989e-01
1.534635e+02  1.585522e-01
1.534816e+02  1.635377e-01
1.534997e+02  1.687706e-01
1.535177e+02  1.742677e-01
1.535358e+02  1.800469e-01
1.535539e+02  1.861280e-01
1.535720e+02  1.925323e-01
1.535900e+02  1.992832e-01
1.536081e+02  2.064061e-01
1.536221e+02  2.121938e-01
1.536361e+02  2.182352e-01
1.536501e+02  2.245452e-01
1.536641e+02  2.311402e-01
1.536781e+02  2.380374e-01
1.536921e+02  2.452557e-01
1.537061e+02  2.528153e-01
1.537201e+02  2.607381e-01
