# (n,g)     reaction
# E_in [eV]   sigma[barns]
2.283339e+01  1.399735e-02
2.287705e+01  1.436844e-02
2.292072e+01  1.477599e-02
2.296439e+01  1.522501e-02
2.300806e+01  1.572142e-02
2.305172e+01  1.627223e-02
2.308554e+01  1.674133e-02
2.311935e+01  1.725257e-02
2.315316e+01  1.781119e-02
2.318697e+01  1.842331e-02
2.322079e+01  1.909605e-02
2.325460e+01  1.983775e-02
2.327151e+01  2.023747e-02
2.328841e+01  2.065825e-02
2.330532e+01  2.110162e-02
2.332222e+01  2.156923e-02
2.334840e+01  2.234538e-02
2.337458e+01  2.319161e-02
2.340076e+01  2.411666e-02
2.342693e+01  2.513071e-02
2.344002e+01  2.567473e-02
2.345311e+01  2.624560e-02
2.346620e+01  2.684512e-02
2.347929e+01  2.747524e-02
2.349238e+01  2.813810e-02
2.350547e+01  2.883601e-02
2.351856e+01  2.957151e-02
2.353164e+01  3.034734e-02
2.354838e+01  3.140297e-02
2.356512e+01  3.253651e-02
2.358185e+01  3.375585e-02
2.359859e+01  3.506990e-02
2.361532e+01  3.648875e-02
2.363206e+01  3.802390e-02
2.364880e+01  3.968845e-02
2.366553e+01  4.149738e-02
2.367968e+01  4.315132e-02
2.369382e+01  4.493251e-02
2.370951e+01  4.707413e-02
2.371736e+01  4.821633e-02
2.372521e+01  4.940995e-02
2.373305e+01  5.065814e-02
2.374090e+01  5.196427e-02
2.374875e+01  5.333198e-02
2.375659e+01  5.476523e-02
2.376444e+01  5.626827e-02
2.377228e+01  5.784572e-02
2.378013e+01  5.950257e-02
2.378798e+01  6.124426e-02
2.379582e+01  6.307668e-02
2.380367e+01  6.500626e-02
2.381152e+01  6.703999e-02
2.381936e+01  6.918553e-02
2.382544e+01  7.092917e-02
2.383152e+01  7.274906e-02
2.383759e+01  7.464971e-02
2.384367e+01  7.663598e-02
2.384975e+01  7.871310e-02
2.385582e+01  8.088669e-02
2.386190e+01  8.316284e-02
2.386797e+01  8.554810e-02
2.387405e+01  8.804956e-02
2.388013e+01  9.067490e-02
2.388620e+01  9.343245e-02
2.389228e+01  9.633122e-02
2.389836e+01  9.938106e-02
2.390443e+01  1.025926e-01
2.391051e+01  1.059776e-01
2.391659e+01  1.095487e-01
2.392129e+01  1.124493e-01
2.392599e+01  1.154768e-01
2.393070e+01  1.186385e-01
2.393540e+01  1.219426e-01
2.394010e+01  1.253977e-01
2.394481e+01  1.290132e-01
2.394951e+01  1.327992e-01
2.395421e+01  1.367664e-01
2.395892e+01  1.409269e-01
2.396362e+01  1.452931e-01
2.396832e+01  1.498791e-01
2.397303e+01  1.546996e-01
2.397773e+01  1.597712e-01
2.398243e+01  1.651114e-01
2.398714e+01  1.707395e-01
2.399184e+01  1.766767e-01
2.399548e+01  1.815014e-01
2.399912e+01  1.865369e-01
2.400277e+01  1.917954e-01
2.400641e+01  1.972905e-01
2.401005e+01  2.030366e-01
2.401369e+01  2.090491e-01
2.401734e+01  2.153447e-01
2.402098e+01  2.219415e-01
2.402462e+01  2.288591e-01
2.402826e+01  2.361185e-01
2.403191e+01  2.437426e-01
2.403555e+01  2.517563e-01
2.403919e+01  2.601865e-01
2.404283e+01  2.690626e-01
2.404647e+01  2.784165e-01
2.405012e+01  2.882832e-01
2.405285e+01  2.960405e-01
2.405558e+01  3.041247e-01
2.405831e+01  3.125546e-01
2.406104e+01  3.213502e-01
2.406377e+01  3.305327e-01
2.406650e+01  3.401253e-01
2.406923e+01  3.501527e-01
2.407197e+01  3.606416e-01
2.407470e+01  3.716206e-01
2.407743e+01  3.831208e-01
2.408016e+01  3.951755e-01
2.408289e+01  4.078210e-01
2.408562e+01  4.210965e-01
2.408835e+01  4.350444e-01
2.409108e+01  4.497108e-01
2.409381e+01  4.651459e-01
2.409639e+01  4.804924e-01
2.409898e+01  4.966245e-01
2.410156e+01  5.135967e-01
2.410414e+01  5.314683e-01
2.410672e+01  5.503036e-01
2.410930e+01  5.701731e-01
2.411188e+01  5.911537e-01
2.411447e+01  6.133296e-01
2.411705e+01  6.367930e-01
2.411963e+01  6.616454e-01
2.412221e+01  6.879980e-01
2.412479e+01  7.159739e-01
2.412737e+01  7.457085e-01
2.412996e+01  7.773519e-01
2.413254e+01  8.110704e-01
2.413512e+01  8.470488e-01
2.413770e+01  8.854925e-01
2.414028e+01  9.266313e-01
2.414286e+01  9.707216e-01
2.414545e+01  1.018051e+00
2.414803e+01  1.068944e+00
2.415061e+01  1.123764e+00
2.415319e+01  1.182925e+00
2.415448e+01  1.214276e+00
2.415577e+01  1.246893e+00
2.415706e+01  1.280843e+00
2.415835e+01  1.316200e+00
2.415964e+01  1.353042e+00
2.416093e+01  1.391454e+00
2.416223e+01  1.431524e+00
2.416352e+01  1.473348e+00
2.416481e+01  1.517031e+00
2.416610e+01  1.562683e+00
2.416739e+01  1.610422e+00
2.416868e+01  1.660378e+00
2.417036e+01  1.728861e+00
2.417204e+01  1.801656e+00
2.417307e+01  1.848752e+00
2.417410e+01  1.897711e+00
2.417513e+01  1.948631e+00
2.417617e+01  2.001618e+00
2.417720e+01  2.056783e+00
2.417823e+01  2.114246e+00
2.417926e+01  2.174135e+00
2.418030e+01  2.236588e+00
2.418133e+01  2.301750e+00
2.418236e+01  2.369778e+00
2.418339e+01  2.440842e+00
2.418443e+01  2.515121e+00
2.418546e+01  2.592811e+00
2.418649e+01  2.674120e+00
2.418753e+01  2.759272e+00
2.418856e+01  2.848511e+00
2.418959e+01  2.942098e+00
2.419062e+01  3.040315e+00
2.419166e+01  3.143468e+00
2.419269e+01  3.251886e+00
2.419372e+01  3.365928e+00
2.419475e+01  3.485981e+00
2.419579e+01  3.612468e+00
2.419682e+01  3.745846e+00
2.419785e+01  3.886614e+00
2.419888e+01  4.035315e+00
2.419992e+01  4.192543e+00
2.420095e+01  4.358946e+00
2.420198e+01  4.535233e+00
2.420301e+01  4.722180e+00
2.420405e+01  4.920640e+00
2.420508e+01  5.131549e+00
2.420611e+01  5.355936e+00
2.420715e+01  5.594937e+00
2.420818e+01  5.849803e+00
2.420921e+01  6.121916e+00
2.421024e+01  6.412807e+00
2.421128e+01  6.724170e+00
2.421231e+01  7.057887e+00
2.421334e+01  7.416047e+00
2.421437e+01  7.800976e+00
2.421541e+01  8.215263e+00
2.421592e+01  8.434307e+00
2.421644e+01  8.661799e+00
2.421696e+01  8.898153e+00
2.421747e+01  9.143809e+00
2.421799e+01  9.399228e+00
2.421850e+01  9.664901e+00
2.421902e+01  9.941346e+00
2.421954e+01  1.022911e+01
2.422005e+01  1.052878e+01
2.422057e+01  1.084096e+01
2.422109e+01  1.116630e+01
2.422160e+01  1.150550e+01
2.422212e+01  1.185928e+01
2.422264e+01  1.222841e+01
2.422315e+01  1.261370e+01
2.422367e+01  1.301602e+01
2.422418e+01  1.343628e+01
2.422470e+01  1.387545e+01
2.422522e+01  1.433453e+01
2.422573e+01  1.481460e+01
2.422625e+01  1.531680e+01
2.422677e+01  1.584231e+01
2.422728e+01  1.639240e+01
2.422780e+01  1.696837e+01
2.422831e+01  1.757161e+01
2.422883e+01  1.820357e+01
2.422935e+01  1.886575e+01
2.422986e+01  1.955973e+01
2.423038e+01  2.028713e+01
2.423090e+01  2.104964e+01
2.423141e+01  2.184900e+01
2.423193e+01  2.268696e+01
2.423245e+01  2.356532e+01
2.423296e+01  2.448590e+01
2.423348e+01  2.545047e+01
2.423399e+01  2.646081e+01
2.423451e+01  2.751861e+01
2.423503e+01  2.862547e+01
2.423554e+01  2.978283e+01
2.423606e+01  3.099194e+01
2.423658e+01  3.225380e+01
2.423709e+01  3.356905e+01
2.423761e+01  3.493793e+01
2.423812e+01  3.636014e+01
2.423864e+01  3.783479e+01
2.423916e+01  3.936019e+01
2.423967e+01  4.093383e+01
2.424019e+01  4.255212e+01
2.424122e+01  4.590251e+01
2.424226e+01  4.935700e+01
2.424329e+01  5.283638e+01
2.424432e+01  5.623429e+01
2.424484e+01  5.786229e+01
2.424535e+01  5.941863e+01
2.424587e+01  6.088383e+01
2.424639e+01  6.223796e+01
2.424690e+01  6.346116e+01
2.424742e+01  6.453429e+01
2.424800e+01  6.554305e+01
2.424845e+01  6.616291e+01
2.424880e+01  6.654005e+01
2.424907e+01  6.676814e+01
2.424928e+01  6.690555e+01
2.424944e+01  6.698816e+01
2.424957e+01  6.703773e+01
2.424967e+01  6.706747e+01
2.424974e+01  6.708527e+01
2.424980e+01  6.709593e+01
2.424985e+01  6.710231e+01
2.424988e+01  6.710613e+01
2.424991e+01  6.710841e+01
2.424993e+01  6.710977e+01
2.424994e+01  6.711058e+01
2.424996e+01  6.711106e+01
2.424997e+01  6.711134e+01
2.424997e+01  6.711151e+01
2.424998e+01  6.711161e+01
2.424998e+01  6.711167e+01
2.424999e+01  6.711170e+01
2.424999e+01  6.711172e+01
2.424999e+01  6.711173e+01
2.424999e+01  6.711174e+01
2.424999e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711174e+01
2.425000e+01  6.711173e+01
2.425000e+01  6.711173e+01
2.425000e+01  6.711173e+01
2.425001e+01  6.711173e+01
2.425001e+01  6.711172e+01
2.425001e+01  6.711171e+01
2.425001e+01  6.711169e+01
2.425001e+01  6.711166e+01
2.425002e+01  6.711161e+01
2.425002e+01  6.711153e+01
2.425003e+01  6.711140e+01
2.425004e+01  6.711119e+01
2.425005e+01  6.711083e+01
2.425006e+01  6.711025e+01
2.425008e+01  6.710928e+01
2.425010e+01  6.710767e+01
2.425013e+01  6.710500e+01
2.425016e+01  6.710056e+01
2.425021e+01  6.709317e+01
2.425028e+01  6.708087e+01
2.425036e+01  6.706040e+01
2.425046e+01  6.702633e+01
2.425059e+01  6.696964e+01
2.425077e+01  6.687534e+01
2.425099e+01  6.671870e+01
2.425128e+01  6.645916e+01
2.425165e+01  6.603086e+01
2.425213e+01  6.532873e+01
2.425249e+01  6.470971e+01
2.425284e+01  6.401013e+01
2.425336e+01  6.285844e+01
2.425387e+01  6.156619e+01
2.425439e+01  6.015297e+01
2.425491e+01  5.863874e+01
2.425542e+01  5.704330e+01
2.425594e+01  5.538570e+01
2.425697e+01  5.195461e+01
2.425800e+01  4.847149e+01
2.425904e+01  4.503584e+01
2.426007e+01  4.172033e+01
2.426058e+01  4.012366e+01
2.426110e+01  3.857361e+01
2.426162e+01  3.707323e+01
2.426213e+01  3.562458e+01
2.426265e+01  3.422893e+01
2.426317e+01  3.288687e+01
2.426368e+01  3.159840e+01
2.426420e+01  3.036306e+01
2.426472e+01  2.918004e+01
2.426523e+01  2.804819e+01
2.426575e+01  2.696616e+01
2.426626e+01  2.593242e+01
2.426678e+01  2.494531e+01
2.426730e+01  2.400310e+01
2.426781e+01  2.310401e+01
2.426833e+01  2.224622e+01
2.426885e+01  2.142795e+01
2.426936e+01  2.064741e+01
2.426988e+01  1.990283e+01
2.427039e+01  1.919252e+01
2.427091e+01  1.851482e+01
2.427143e+01  1.786812e+01
2.427194e+01  1.725088e+01
2.427246e+01  1.666163e+01
2.427298e+01  1.609895e+01
2.427349e+01  1.556149e+01
2.427401e+01  1.504797e+01
2.427453e+01  1.455716e+01
2.427504e+01  1.408789e+01
2.427556e+01  1.363907e+01
2.427607e+01  1.320966e+01
2.427659e+01  1.279865e+01
2.427711e+01  1.240512e+01
2.427762e+01  1.202818e+01
2.427814e+01  1.166699e+01
2.427866e+01  1.132076e+01
2.427917e+01  1.098873e+01
2.427969e+01  1.067021e+01
2.428020e+01  1.036452e+01
2.428072e+01  1.007103e+01
2.428124e+01  9.789147e+00
2.428175e+01  9.518301e+00
2.428227e+01  9.257962e+00
2.428279e+01  9.007626e+00
2.428330e+01  8.766816e+00
2.428382e+01  8.535083e+00
2.428485e+01  8.097165e+00
2.428588e+01  7.690733e+00
2.428692e+01  7.312977e+00
2.428795e+01  6.961376e+00
2.428898e+01  6.633666e+00
2.429001e+01  6.327812e+00
2.429105e+01  6.041983e+00
2.429208e+01  5.774527e+00
2.429311e+01  5.523952e+00
2.429415e+01  5.288910e+00
2.429518e+01  5.068181e+00
2.429621e+01  4.860658e+00
2.429724e+01  4.665335e+00
2.429828e+01  4.481298e+00
2.429931e+01  4.307715e+00
2.430034e+01  4.143828e+00
2.430137e+01  3.988942e+00
2.430241e+01  3.842425e+00
2.430344e+01  3.703697e+00
2.430447e+01  3.572225e+00
2.430550e+01  3.447523e+00
2.430654e+01  3.329140e+00
2.430757e+01  3.216665e+00
2.430860e+01  3.109718e+00
2.430963e+01  3.007948e+00
2.431067e+01  2.911031e+00
2.431170e+01  2.818669e+00
2.431273e+01  2.730584e+00
2.431377e+01  2.646519e+00
2.431480e+01  2.566239e+00
2.431583e+01  2.489520e+00
2.431686e+01  2.416159e+00
2.431790e+01  2.345965e+00
2.431893e+01  2.278761e+00
2.431996e+01  2.214380e+00
2.432099e+01  2.152669e+00
2.432203e+01  2.093483e+00
2.432306e+01  2.036689e+00
2.432409e+01  1.982160e+00
2.432512e+01  1.929779e+00
2.432616e+01  1.879436e+00
2.432719e+01  1.831026e+00
2.432822e+01  1.784454e+00
2.433009e+01  1.704434e+00
2.433197e+01  1.629657e+00
2.433326e+01  1.580908e+00
2.433455e+01  1.534307e+00
2.433584e+01  1.489731e+00
2.433713e+01  1.447066e+00
2.433842e+01  1.406204e+00
2.433971e+01  1.367046e+00
2.434100e+01  1.329499e+00
2.434229e+01  1.293477e+00
2.434358e+01  1.258898e+00
2.434487e+01  1.225687e+00
2.434616e+01  1.193774e+00
2.434746e+01  1.163091e+00
2.435004e+01  1.105174e+00
2.435262e+01  1.051484e+00
2.435520e+01  1.001621e+00
2.435778e+01  9.552313e-01
2.436036e+01  9.120015e-01
2.436294e+01  8.716522e-01
2.436553e+01  8.339341e-01
2.436811e+01  7.986242e-01
2.437069e+01  7.655227e-01
2.437327e+01  7.344497e-01
2.437585e+01  7.052436e-01
2.437843e+01  6.777581e-01
2.438102e+01  6.518612e-01
2.438360e+01  6.274332e-01
2.438618e+01  6.043654e-01
2.438876e+01  5.825590e-01
2.439134e+01  5.619239e-01
2.439392e+01  5.423780e-01
2.439651e+01  5.238461e-01
2.439909e+01  5.062595e-01
2.440167e+01  4.895551e-01
2.440425e+01  4.736751e-01
2.440683e+01  4.585662e-01
2.441035e+01  4.391423e-01
2.441386e+01  4.209455e-01
2.441738e+01  4.038750e-01
2.442090e+01  3.878399e-01
2.442441e+01  3.727582e-01
2.442793e+01  3.585560e-01
2.443144e+01  3.451664e-01
2.443496e+01  3.325286e-01
2.443847e+01  3.205874e-01
2.444199e+01  3.092928e-01
2.444551e+01  2.985989e-01
2.444902e+01  2.884641e-01
2.445254e+01  2.788499e-01
2.445605e+01  2.697214e-01
2.445957e+01  2.610466e-01
2.446309e+01  2.527958e-01
2.446697e+01  2.441421e-01
2.447085e+01  2.359392e-01
2.447474e+01  2.281563e-01
2.447862e+01  2.207654e-01
2.448250e+01  2.137405e-01
2.448639e+01  2.070580e-01
2.449027e+01  2.006959e-01
2.449415e+01  1.946341e-01
2.449804e+01  1.888541e-01
2.450192e+01  1.833387e-01
2.450581e+01  1.780720e-01
2.450969e+01  1.730393e-01
2.451357e+01  1.682269e-01
2.451746e+01  1.636222e-01
2.452134e+01  1.592134e-01
2.452522e+01  1.549896e-01
2.453024e+01  1.497928e-01
2.453525e+01  1.448673e-01
2.454027e+01  1.401944e-01
2.454528e+01  1.357573e-01
2.455030e+01  1.315403e-01
2.455531e+01  1.275292e-01
2.456033e+01  1.237108e-01
2.456534e+01  1.200729e-01
2.457036e+01  1.166044e-01
2.457537e+01  1.132949e-01
2.458039e+01  1.101348e-01
2.458540e+01  1.071154e-01
2.459042e+01  1.042283e-01
2.459543e+01  1.014660e-01
2.460045e+01  9.882147e-02
2.460546e+01  9.628802e-02
2.461194e+01  9.317056e-02
2.461841e+01  9.021607e-02
2.462489e+01  8.741340e-02
2.463137e+01  8.475233e-02
2.463784e+01  8.222350e-02
2.464432e+01  7.981830e-02
2.465080e+01  7.752881e-02
2.465727e+01  7.534774e-02
2.466375e+01  7.326837e-02
2.467023e+01  7.128447e-02
2.467670e+01  6.939030e-02
2.468318e+01  6.758054e-02
2.468966e+01  6.585026e-02
2.469613e+01  6.419487e-02
2.470261e+01  6.261012e-02
2.470909e+01  6.109207e-02
2.471745e+01  5.922425e-02
2.472581e+01  5.745423e-02
2.473418e+01  5.577530e-02
2.474254e+01  5.418133e-02
2.475091e+01  5.266669e-02
2.475927e+01  5.122622e-02
2.476764e+01  4.985517e-02
2.477600e+01  4.854915e-02
2.478437e+01  4.730412e-02
2.479273e+01  4.611636e-02
2.480109e+01  4.498242e-02
2.480946e+01  4.389910e-02
2.481782e+01  4.286343e-02
2.482619e+01  4.187269e-02
2.484292e+01  4.001590e-02
2.485372e+01  3.889816e-02
2.486452e+01  3.783907e-02
2.487533e+01  3.683460e-02
2.488613e+01  3.588109e-02
2.489694e+01  3.497515e-02
2.490774e+01  3.411368e-02
2.491854e+01  3.329383e-02
2.492935e+01  3.251297e-02
2.494015e+01  3.176868e-02
2.495096e+01  3.105872e-02
2.497256e+01  2.973367e-02
2.499417e+01  2.852302e-02
2.501578e+01  2.741405e-02
2.502974e+01  2.674665e-02
2.504369e+01  2.611439e-02
2.505765e+01  2.551488e-02
2.507160e+01  2.494590e-02
2.508556e+01  2.440543e-02
2.509951e+01  2.389161e-02
2.512742e+01  2.293721e-02
2.515533e+01  2.207057e-02
2.518324e+01  2.128135e-02
2.521115e+01  2.056067e-02
2.523906e+01  1.990092e-02
2.525709e+01  1.950412e-02
2.527511e+01  1.912838e-02
2.531115e+01  1.843441e-02
2.534720e+01  1.780884e-02
2.538324e+01  1.724310e-02
2.541929e+01  1.672994e-02
2.545534e+01  1.626315e-02
2.549138e+01  1.583743e-02
2.552743e+01  1.544820e-02
2.557398e+01  1.499318e-02
2.562053e+01  1.458523e-02
2.566709e+01  1.421829e-02
2.571364e+01  1.388723e-02
2.576019e+01  1.358769e-02
2.580674e+01  1.331597e-02
2.585330e+01  1.306890e-02
2.589985e+01  1.284373e-02
2.595997e+01  1.258154e-02
2.602010e+01  1.234764e-02
2.608023e+01  1.213840e-02
2.614035e+01  1.195076e-02
2.620048e+01  1.178211e-02
2.626060e+01  1.163024e-02
2.632073e+01  1.149325e-02
2.638085e+01  1.136951e-02
2.645853e+01  1.122699e-02
2.653620e+01  1.110166e-02
2.661387e+01  1.099133e-02
2.669155e+01  1.089418e-02
2.684690e+01  1.073346e-02
2.700224e+01  1.060961e-02
2.713218e+01  1.052901e-02
2.730029e+01  1.045020e-02
2.746839e+01  1.039517e-02
2.763650e+01  1.035982e-02
2.780461e+01  1.034104e-02
2.793414e+01  1.033634e-02
2.806367e+01  1.033917e-02
2.832273e+01  1.036466e-02
2.858180e+01  1.041311e-02
2.884086e+01  1.048153e-02
2.909135e+01  1.056480e-02
2.934185e+01  1.066368e-02
2.959234e+01  1.077750e-02
2.984284e+01  1.090596e-02
3.017916e+01  1.110153e-02
3.039524e+01  1.124151e-02
3.061132e+01  1.139316e-02
3.082740e+01  1.155704e-02
3.104348e+01  1.173385e-02
3.125956e+01  1.192446e-02
3.147564e+01  1.212987e-02
3.169172e+01  1.235130e-02
3.190780e+01  1.259016e-02
3.194141e+01  1.262899e-02
3.214456e+01  1.287386e-02
3.234770e+01  1.313746e-02
3.255085e+01  1.342168e-02
3.275399e+01  1.372869e-02
3.295713e+01  1.406102e-02
3.316028e+01  1.442158e-02
3.336342e+01  1.481381e-02
3.356657e+01  1.524172e-02
3.371008e+01  1.556806e-02
3.385360e+01  1.591647e-02
3.399711e+01  1.628910e-02
3.414063e+01  1.668842e-02
3.431163e+01  1.720295e-02
3.448263e+01  1.776481e-02
3.465363e+01  1.838041e-02
3.482463e+01  1.905734e-02
3.494641e+01  1.958174e-02
3.506819e+01  2.014559e-02
3.518997e+01  2.075319e-02
3.531176e+01  2.140952e-02
3.543354e+01  2.212025e-02
3.555532e+01  2.289195e-02
3.567711e+01  2.373224e-02
3.579889e+01  2.464996e-02
3.589315e+01  2.542001e-02
3.598742e+01  2.624817e-02
3.608168e+01  2.714076e-02
3.617594e+01  2.810498e-02
3.627021e+01  2.914910e-02
3.636447e+01  3.028263e-02
3.645874e+01  3.151655e-02
3.655300e+01  3.286362e-02
3.661191e+01  3.376944e-02
3.667082e+01  3.472934e-02
3.672973e+01  3.574790e-02
3.678864e+01  3.683019e-02
3.684755e+01  3.798186e-02
3.690645e+01  3.920919e-02
3.696536e+01  4.051922e-02
3.702427e+01  4.191984e-02
3.708063e+01  4.335277e-02
3.713699e+01  4.488545e-02
3.719351e+01  4.653260e-02
3.725003e+01  4.830117e-02
3.730655e+01  5.020384e-02
3.736307e+01  5.225505e-02
3.741959e+01  5.447128e-02
3.747611e+01  5.687140e-02
3.753263e+01  5.947715e-02
3.756089e+01  6.086485e-02
3.758915e+01  6.231368e-02
3.763290e+01  6.468671e-02
3.767666e+01  6.723103e-02
3.772042e+01  6.996426e-02
3.776418e+01  7.290638e-02
3.780794e+01  7.608022e-02
3.785170e+01  7.951192e-02
3.789546e+01  8.323154e-02
3.791734e+01  8.520999e-02
3.793922e+01  8.727389e-02
3.797310e+01  9.065108e-02
3.800698e+01  9.426740e-02
3.804087e+01  9.814724e-02
3.807475e+01  1.023183e-01
3.810863e+01  1.068124e-01
3.814252e+01  1.116657e-01
3.817640e+01  1.169202e-01
3.821028e+01  1.226244e-01
3.823652e+01  1.273850e-01
3.826275e+01  1.324791e-01
3.828898e+01  1.379409e-01
3.831521e+01  1.438095e-01
3.834144e+01  1.501297e-01
3.836768e+01  1.569529e-01
3.839391e+01  1.643390e-01
3.842014e+01  1.723572e-01
3.844046e+01  1.790519e-01
3.846077e+01  1.862178e-01
3.848108e+01  1.939043e-01
3.850140e+01  2.021685e-01
3.852171e+01  2.110756e-01
3.854203e+01  2.207013e-01
3.856234e+01  2.311338e-01
3.857250e+01  2.366840e-01
3.858266e+01  2.424758e-01
3.859838e+01  2.519565e-01
3.861411e+01  2.621197e-01
3.862983e+01  2.730399e-01
3.864556e+01  2.848029e-01
3.866129e+01  2.975082e-01
3.867701e+01  3.112710e-01
3.869274e+01  3.262261e-01
3.870060e+01  3.341992e-01
3.870846e+01  3.425319e-01
3.872064e+01  3.562053e-01
3.873282e+01  3.709017e-01
3.874500e+01  3.867378e-01
3.875718e+01  4.038480e-01
3.876935e+01  4.223886e-01
3.878153e+01  4.425416e-01
3.878762e+01  4.532880e-01
3.879371e+01  4.645205e-01
3.879980e+01  4.762717e-01
3.880589e+01  4.885774e-01
3.881532e+01  5.088127e-01
3.882474e+01  5.306328e-01
3.883417e+01  5.542246e-01
3.884359e+01  5.798041e-01
3.884831e+01  5.934162e-01
3.885302e+01  6.076226e-01
3.885773e+01  6.224614e-01
3.886245e+01  6.379740e-01
3.886716e+01  6.542051e-01
3.887187e+01  6.712035e-01
3.887659e+01  6.890223e-01
3.888130e+01  7.077193e-01
3.888860e+01  7.385604e-01
3.889590e+01  7.719250e-01
3.890320e+01  8.081175e-01
3.890685e+01  8.273823e-01
3.891050e+01  8.474905e-01
3.891415e+01  8.684955e-01
3.891780e+01  8.904546e-01
3.892145e+01  9.134305e-01
3.892510e+01  9.374904e-01
3.892875e+01  9.627080e-01
3.893240e+01  9.891629e-01
3.893605e+01  1.016942e+00
3.893970e+01  1.046141e+00
3.894517e+01  1.092815e+00
3.895065e+01  1.143308e+00
3.895612e+01  1.198069e+00
3.895886e+01  1.227209e+00
3.896159e+01  1.257617e+00
3.896433e+01  1.289370e+00
3.896707e+01  1.322553e+00
3.896980e+01  1.357255e+00
3.897254e+01  1.393576e+00
3.897528e+01  1.431621e+00
3.897801e+01  1.471504e+00
3.898075e+01  1.513351e+00
3.898349e+01  1.557298e+00
3.898607e+01  1.600904e+00
3.898866e+01  1.646653e+00
3.899125e+01  1.694692e+00
3.899383e+01  1.745182e+00
3.899642e+01  1.798297e+00
3.899901e+01  1.854228e+00
3.900160e+01  1.913182e+00
3.900418e+01  1.975386e+00
3.900677e+01  2.041091e+00
3.900936e+01  2.110570e+00
3.901194e+01  2.184124e+00
3.901453e+01  2.262084e+00
3.901712e+01  2.344819e+00
3.901970e+01  2.432732e+00
3.902229e+01  2.526273e+00
3.902488e+01  2.625940e+00
3.902747e+01  2.732290e+00
3.903005e+01  2.845942e+00
3.903264e+01  2.967588e+00
3.903523e+01  3.098007e+00
3.903781e+01  3.238072e+00
3.904040e+01  3.388768e+00
3.904299e+01  3.551208e+00
3.904557e+01  3.726654e+00
3.904816e+01  3.916542e+00
3.904946e+01  4.017405e+00
3.905075e+01  4.122511e+00
3.905204e+01  4.232101e+00
3.905334e+01  4.346436e+00
3.905463e+01  4.465793e+00
3.905592e+01  4.590472e+00
3.905722e+01  4.720795e+00
3.905851e+01  4.857108e+00
3.906019e+01  5.043885e+00
3.906187e+01  5.242311e+00
3.906291e+01  5.370633e+00
3.906394e+01  5.503989e+00
3.906498e+01  5.642643e+00
3.906601e+01  5.786879e+00
3.906705e+01  5.937001e+00
3.906808e+01  6.093332e+00
3.906912e+01  6.256216e+00
3.907015e+01  6.426024e+00
3.907119e+01  6.603150e+00
3.907222e+01  6.788019e+00
3.907326e+01  6.981086e+00
3.907429e+01  7.182838e+00
3.907532e+01  7.393801e+00
3.907636e+01  7.614537e+00
3.907739e+01  7.845654e+00
3.907843e+01  8.087806e+00
3.907946e+01  8.341699e+00
