n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  27  dtl     1.0   2.0    -4       6.537      -7.365     764.400   0.0024393  -0.0145406   0.0059585       6.537      -7.365      14.400   0.0024393  -0.0145406   0.0059585       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -1.095       7.013     764.400  -0.0026654   0.0088691   0.0020153      -1.095       7.013      14.400  -0.0026654   0.0088691   0.0020153       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -2.795       7.449     765.600   0.0126228   0.0079809   0.0025109      -2.795       7.449      15.600   0.0126228   0.0079809   0.0025109       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -2.759      10.126     765.600   0.0197756  -0.0044258   0.0004332      -2.759      10.126      15.600   0.0197756  -0.0044258   0.0004332       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -4.033      -1.113     766.200   0.0051028  -0.0096386   0.0008242      -4.033      -1.113      16.200   0.0051028  -0.0096386   0.0008242       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -6.183      -8.842     766.800   0.0135226  -0.0109616   0.0083575      -6.183      -8.842      16.800   0.0135226  -0.0109616   0.0083575       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       3.981       0.799     770.400  -0.0181218   0.0158585   0.0006330       3.981       0.799      20.400  -0.0181218   0.0158585   0.0006330       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       8.166       9.717     774.600  -0.0329066   0.0111365   0.0201797       8.166       9.717      24.600  -0.0329066   0.0111365   0.0201797       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       7.630      10.266     775.800   0.0319922  -0.0067334   0.0181309       7.630      10.266      25.800   0.0319922  -0.0067334   0.0181309       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -9.318       7.547     778.800  -0.0148067   0.0060997   0.0356343      -9.318       7.547      28.800  -0.0148067   0.0060997   0.0356343       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  28  dtl     1.0   2.0    -4       8.653      10.558     792.600   0.0711602   0.0398197   0.0007877       8.653      10.558      12.600   0.0711602   0.0398197   0.0007877       0.000       0.000     780.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  28  dtl     1.0   2.0    -4      13.347      -3.107     793.800   0.0734872  -0.0496171   0.0214383      13.347      -3.107      13.800   0.0734872  -0.0496171   0.0214383       0.000       0.000     780.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  28  dtl     1.0   2.0    -4      -4.306      -2.560     796.200   0.0102209   0.0012377   0.0000342      -4.306      -2.560      16.200   0.0102209   0.0012377   0.0000342       0.000       0.000     780.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  28  dtl     1.0   2.0    -4       9.614       2.229     797.400  -0.0015687  -0.0146548   0.0014979       9.614       2.229      17.400  -0.0015687  -0.0146548   0.0014979       0.000       0.000     780.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4     -14.566       1.489     810.000  -0.0268035  -0.0186288   0.0287469     -14.566       1.489       0.000  -0.0268035  -0.0186288   0.0287469       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4     -10.584       5.936     811.800   0.0142619   0.0199220   0.0095793     -10.584       5.936       1.800   0.0142619   0.0199220   0.0095793       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4       5.096      -5.635     825.600  -0.0035683   0.0008259   0.0005802       5.096      -5.635      15.600  -0.0035683   0.0008259   0.0005802       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4       1.582       5.231     826.200   0.0099338  -0.0043567   0.0026790       1.582       5.231      16.200   0.0099338  -0.0043567   0.0026790       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4       7.246       3.054     826.800  -0.0116610   0.0067049   0.0000002       7.246       3.054      16.800  -0.0116610   0.0067049   0.0000002       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4      -5.228       1.804     827.400   0.0058094  -0.0063350   0.0000080      -5.228       1.804      17.400   0.0058094  -0.0063350   0.0000080       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4      -0.687       1.049     828.000  -0.0132687  -0.0159725   0.0006138      -0.687       1.049      18.000  -0.0132687  -0.0159725   0.0006138       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  29  dtl     1.0   2.0    -4      10.532      -7.562     828.600   0.0223154  -0.0037719   0.0360041      10.532      -7.562      18.600   0.0223154  -0.0037719   0.0360041       0.000       0.000     810.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4      -2.113     -14.776     840.000   0.0210055  -0.0456213   0.0414804      -2.113     -14.776       0.000   0.0210055  -0.0456213   0.0414804       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4      14.712      -2.398     841.800   0.0122555  -0.0345923   0.0383168      14.712      -2.398       1.800   0.0122555  -0.0345923   0.0383168       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4       4.472      -3.315     856.200  -0.0096144  -0.0085028   0.0023612       4.472      -3.315      16.200  -0.0096144  -0.0085028   0.0023612       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4      -6.223     -10.036     862.200  -0.0341517   0.0063432   0.0126984      -6.223     -10.036      22.200  -0.0341517   0.0063432   0.0126984       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4      -2.792     -13.382     862.200  -0.0358397  -0.0304103   0.0135858      -2.792     -13.382      22.200  -0.0358397  -0.0304103   0.0135858       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4       4.457       5.421     862.200   0.0187134   0.0095468   0.0000335       4.457       5.421      22.200   0.0187134   0.0095468   0.0000335       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  30  dtl     1.0   2.0    -4     -13.658      -4.260     863.400  -0.0499252  -0.0120484   0.0181984     -13.658      -4.260      23.400  -0.0499252  -0.0120484   0.0181984       0.000       0.000     840.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       7.252      -1.635     884.400  -0.0047470   0.0114699   0.0001325       7.252      -1.635      14.400  -0.0047470   0.0114699   0.0001325       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4     -10.209       5.633     885.600  -0.0054216   0.0105231   0.0000059     -10.209       5.633      15.600  -0.0054216   0.0105231   0.0000059       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       5.187       3.821     886.200  -0.0080813   0.0062704   0.0004391       5.187       3.821      16.200  -0.0080813   0.0062704   0.0004391       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       7.968       4.298     886.200   0.0086656  -0.0195830   0.0011043       7.968       4.298      16.200   0.0086656  -0.0195830   0.0011043       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       4.788      -6.405     887.400  -0.0262114  -0.0001070   0.0043610       4.788      -6.405      17.400  -0.0262114  -0.0001070   0.0043610       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       4.741      -1.147     887.400  -0.0072211   0.0037606   0.0008403       4.741      -1.147      17.400  -0.0072211   0.0037606   0.0008403       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4      -9.828       5.999     890.400   0.0084917   0.0220140   0.0077362      -9.828       5.999      20.400   0.0084917   0.0220140   0.0077362       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4       2.071      12.985     894.600   0.0302720   0.0094632   0.0054566       2.071      12.985      24.600   0.0302720   0.0094632   0.0054566       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  31  dtl     1.0   2.0    -4      -6.489      -1.082     895.800  -0.0207663   0.0119095   0.0002130      -6.489      -1.082      25.800  -0.0207663   0.0119095   0.0002130       0.000       0.000     870.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -5.596     -11.953     906.000   0.0069337  -0.0097875   0.0581188      -5.596     -11.953       6.000   0.0069337  -0.0097875   0.0581188       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4       2.168      -7.279     915.600  -0.0041440  -0.0003310   0.0010617       2.168      -7.279      15.600  -0.0041440  -0.0003310   0.0010617       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -2.851      -2.038     915.600   0.0066226  -0.0042339   0.0001077      -2.851      -2.038      15.600   0.0066226  -0.0042339   0.0001077       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -9.965       6.534     915.600  -0.0045976   0.0282841   0.0213395      -9.965       6.534      15.600  -0.0045976   0.0282841   0.0213395       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -1.452      -3.174     916.200   0.0211621   0.0145793   0.0000280      -1.452      -3.174      16.200   0.0211621   0.0145793   0.0000280       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4       8.130      -1.226     916.200   0.0005633  -0.0152647   0.0000115       8.130      -1.226      16.200   0.0005633  -0.0152647   0.0000115       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -1.001      14.256     916.800   0.0050208   0.1287348   0.0275896      -1.001      14.256      16.800   0.0050208   0.1287348   0.0275896       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -2.640       5.960     917.400   0.0100876   0.0019265   0.0016895      -2.640       5.960      17.400   0.0100876   0.0019265   0.0016895       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      11.268      -4.948     918.600  -0.0002129  -0.0302098   0.0043579      11.268      -4.948      18.600  -0.0002129  -0.0302098   0.0043579       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4       4.237      -6.121     921.600  -0.0187925  -0.0016711   0.0015791       4.237      -6.121      21.600  -0.0187925  -0.0016711   0.0015791       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  32  dtl     1.0   2.0    -4      -2.708      -8.789     924.600  -0.0197876   0.0213021   0.0004085      -2.708      -8.789      24.600  -0.0197876   0.0213021   0.0004085       0.000       0.000     900.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4     -14.178       3.132     932.400   0.0057334   0.0002035   0.0001822     -14.178       3.132       2.400   0.0057334   0.0002035   0.0001822       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4     -14.330       2.710     934.800  -0.0167567   0.0336196   0.0125174     -14.330       2.710       4.800  -0.0167567   0.0336196   0.0125174       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4     -11.848       6.182     936.000   0.0085292   0.0236225   0.0500995     -11.848       6.182       6.000   0.0085292   0.0236225   0.0500995       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4       0.409       7.567     944.400   0.0140648   0.0016684   0.0014624       0.409       7.567      14.400   0.0140648   0.0016684   0.0014624       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4      -2.167      -6.526     946.200  -0.0108990   0.0100110   0.0024041      -2.167      -6.526      16.200  -0.0108990   0.0100110   0.0024041       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4       2.581       4.657     951.000   0.0111598  -0.0157385   0.0020321       2.581       4.657      21.000   0.0111598  -0.0157385   0.0020321       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4      -6.374      -8.400     951.600  -0.0265487   0.0021447   0.0088511      -6.374      -8.400      21.600  -0.0265487   0.0021447   0.0088511       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4      14.206       3.138     955.200   0.0371746  -0.0282252   0.0180159      14.206       3.138      25.200   0.0371746  -0.0282252   0.0180159       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4      -2.239       5.144     955.800   0.0171063   0.0126487   0.0002832      -2.239       5.144      25.800   0.0171063   0.0126487   0.0002832       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  33  dtl     1.0   2.0    -4      -5.082       0.697     957.600  -0.0119144   0.0209451   0.0013771      -5.082       0.697      27.600  -0.0119144   0.0209451   0.0013771       0.000       0.000     930.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4      -2.983      11.868     973.200   0.0041085   0.0554737   0.0222760      -2.983      11.868      13.200   0.0041085   0.0554737   0.0222760       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4       4.529     -12.119     973.800  -0.0171390  -0.1363563   0.0002207       4.529     -12.119      13.800  -0.0171390  -0.1363563   0.0002207       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4       8.143       2.044     975.600  -0.0086080   0.0136260   0.0027371       8.143       2.044      15.600  -0.0086080   0.0136260   0.0027371       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4       7.857      10.098     987.000  -0.0198111   0.0302785   0.0003988       7.857      10.098      27.000  -0.0198111   0.0302785   0.0003988       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4     -12.208       1.396     988.200  -0.0022491   0.0401964   0.0016004     -12.208       1.396      28.200  -0.0022491   0.0401964   0.0016004       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  34  dtl     1.0   2.0    -4      -6.560      -4.221     988.800  -0.0007451   0.0240023   0.0006310      -6.560      -4.221      28.800  -0.0007451   0.0240023   0.0006310       0.000       0.000     960.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4     -13.481      -2.438    1003.200  -0.0859391   0.0014881   0.0160046     -13.481      -2.438      13.200  -0.0859391   0.0014881   0.0160046       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4      -6.166      11.385    1003.800  -0.0259143   0.0826289   0.0402319      -6.166      11.385      13.800  -0.0259143   0.0826289   0.0402319       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4      -4.894      -9.365    1005.000  -0.0183683  -0.0108066   0.0081168      -4.894      -9.365      15.000  -0.0183683  -0.0108066   0.0081168       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4       9.336      -2.273    1005.000  -0.0018074  -0.0159937   0.0054004       9.336      -2.273      15.000  -0.0018074  -0.0159937   0.0054004       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4      -4.676       3.650    1005.600   0.0056667   0.0120533   0.0027435      -4.676       3.650      15.600   0.0056667   0.0120533   0.0027435       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4      -3.934       9.994    1009.800   0.0220361   0.0069059   0.0007170      -3.934       9.994      19.800   0.0220361   0.0069059   0.0007170       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  35  dtl     1.0   2.0    -4      11.080      -7.275    1012.800  -0.0026925   0.0421404   0.0010739      11.080      -7.275      22.800  -0.0026925   0.0421404   0.0010739       0.000       0.000     990.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4       1.656      -9.600    1034.400  -0.0145646  -0.0135868   0.0098864       1.656      -9.600      14.400  -0.0145646  -0.0135868   0.0098864       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4      -7.530       2.038    1034.400   0.0010016  -0.0104684   0.0000139      -7.530       2.038      14.400   0.0010016  -0.0104684   0.0000139       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4      -2.330      10.828    1035.000   0.0120108   0.0154568   0.0001622      -2.330      10.828      15.000   0.0120108   0.0154568   0.0001622       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4       1.579      -6.283    1035.600  -0.0113302  -0.0018844   0.0023011       1.579      -6.283      15.600  -0.0113302  -0.0018844   0.0023011       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4       1.228       8.508    1035.600   0.0082243   0.0151915   0.0030772       1.228       8.508      15.600   0.0082243   0.0151915   0.0030772       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4       5.788       3.666    1036.200  -0.0028384  -0.0066277   0.0003346       5.788       3.666      16.200  -0.0028384  -0.0066277   0.0003346       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4      12.824      -7.502    1045.800  -0.0014206  -0.0085474   0.0000055      12.824      -7.502      25.800  -0.0014206  -0.0085474   0.0000055       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  36  dtl     1.0   2.0    -4       1.360      -5.797    1048.800  -0.0191819  -0.0107480   0.0000614       1.360      -5.797      28.800  -0.0191819  -0.0107480   0.0000614       0.000       0.000    1020.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  37  dtl     1.0   2.0    -4      -2.453      -7.245    1065.600   0.0071105   0.0004050   0.0000053      -2.453      -7.245      15.600   0.0071105   0.0004050   0.0000053       0.000       0.000    1050.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  37  dtl     1.0   2.0    -4      -1.597      -5.969    1068.000  -0.0228695  -0.0163646   0.0000024      -1.597      -5.969      18.000  -0.0228695  -0.0163646   0.0000024       0.000       0.000    1050.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  37  dtl     1.0   2.0    -4       5.209       3.172    1078.800   0.0105808  -0.0194797   0.0006617       5.209       3.172      28.800   0.0105808  -0.0194797   0.0006617       0.000       0.000    1050.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4      -5.835      -5.515    1095.000   0.0272226  -0.0771643   0.0084262      -5.835      -5.515      15.000   0.0272226  -0.0771643   0.0084262       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4      -0.542     -10.667    1095.600  -0.0115433   0.0019642   0.0093904      -0.542     -10.667      15.600  -0.0115433   0.0019642   0.0093904       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4       5.626      10.734    1099.800   0.0299626   0.0014389   0.0060944       5.626      10.734      19.800   0.0299626   0.0014389   0.0060944       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4      -1.821      -9.968    1099.800  -0.0171598   0.0083449   0.0020809      -1.821      -9.968      19.800  -0.0171598   0.0083449   0.0020809       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4     -10.205       6.329    1104.600  -0.0285577  -0.0216403   0.0070419     -10.205       6.329      24.600  -0.0285577  -0.0216403   0.0070419       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4      -4.733       0.266    1107.000   0.0139022   0.0095807   0.0004719      -4.733       0.266      27.000   0.0139022   0.0095807   0.0004719       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  38  dtl     1.0   2.0    -4       9.945      -7.906    1107.600  -0.0648413   0.0006044   0.0009354       9.945      -7.906      27.600  -0.0648413   0.0006044   0.0009354       0.000       0.000    1080.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      -9.619       7.255    1116.000   0.0794893  -0.0091548   0.0278988      -9.619       7.255       6.000   0.0794893  -0.0091548   0.0278988       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      11.038      -1.635    1125.000   0.0018018  -0.0125477   0.0000856      11.038      -1.635      15.000   0.0018018  -0.0125477   0.0000856       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  39  dtl     1.0   2.0    -4      -1.377      -7.401    1125.600   0.0129911  -0.0027720   0.0000395      -1.377      -7.401      15.600   0.0129911  -0.0027720   0.0000395       0.000       0.000    1110.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
