n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  19  dtl     1.0   2.0    -4      11.857       6.795     530.400   0.0541318   0.0039789   0.0022608      11.857       6.795      20.400   0.0541318   0.0039789   0.0022608       0.000       0.000     510.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  19  dtl     1.0   2.0    -4      -4.094      -4.872     531.600  -0.0054295   0.0165766   0.0015691      -4.094      -4.872      21.600  -0.0054295   0.0165766   0.0015691       0.000       0.000     510.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  19  dtl     1.0   2.0    -4      -3.946     -13.346     534.600  -0.0336434  -0.0211896   0.0137459      -3.946     -13.346      24.600  -0.0336434  -0.0211896   0.0137459       0.000       0.000     510.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  19  dtl     1.0   2.0    -4       9.670      -7.616     537.000  -0.0101061  -0.0286066   0.0043074       9.670      -7.616      27.000  -0.0101061  -0.0286066   0.0043074       0.000       0.000     510.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  19  dtl     1.0   2.0    -4      -6.516      10.700     539.400  -0.0167856  -0.0234780   0.0000007      -6.516      10.700      29.400  -0.0167856  -0.0234780   0.0000007       0.000       0.000     510.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4       1.365      10.752     554.400   0.0168797   0.0134132   0.0005015       1.365      10.752      14.400   0.0168797   0.0134132   0.0005015       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -9.589       9.736     555.000  -0.0148597   0.0274581   0.0000016      -9.589       9.736      15.000  -0.0148597   0.0274581   0.0000016       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -8.480       0.826     555.000  -0.0032304   0.0160198   0.0059733      -8.480       0.826      15.000  -0.0032304   0.0160198   0.0059733       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -8.131      -8.110     555.600   0.0174755  -0.0013317   0.0000003      -8.131      -8.110      15.600   0.0174755  -0.0013317   0.0000003       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -0.356       8.372     556.800   0.0132253   0.0080991   0.0014295      -0.356       8.372      16.800   0.0132253   0.0080991   0.0014295       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4     -12.982      -4.890     557.400  -0.1012685  -0.0145834   0.0238386     -12.982      -4.890      17.400  -0.1012685  -0.0145834   0.0238386       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -1.260      14.834     558.000   0.0183676   0.1175925   0.0203618      -1.260      14.834      18.000   0.0183676   0.1175925   0.0203618       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4     -12.887      -2.948     558.600  -0.0613301   0.0048563   0.0171731     -12.887      -2.948      18.600  -0.0613301   0.0048563   0.0171731       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4     -14.110       4.441     565.800  -0.0218076   0.0374857   0.0115187     -14.110       4.441      25.800  -0.0218076   0.0374857   0.0115187       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -1.944     -14.717     565.800  -0.0178055  -0.0195599   0.0258808      -1.944     -14.717      25.800  -0.0178055  -0.0195599   0.0258808       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  20  dtl     1.0   2.0    -4      -4.652       5.282     568.200   0.0104522   0.0185033   0.0013959      -4.652       5.282      28.200   0.0104522   0.0185033   0.0013959       0.000       0.000     540.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4     -12.803       3.309     574.200  -0.0238465  -0.0131425   0.0083333     -12.803       3.309       4.200  -0.0238465  -0.0131425   0.0083333       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      -7.455      -8.378     576.000   0.0143994  -0.0288426   0.0016434      -7.455      -8.378       6.000   0.0143994  -0.0288426   0.0016434       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4       7.799      -8.537     578.400   0.0102939  -0.0055131   0.0205921       7.799      -8.537       8.400   0.0102939  -0.0055131   0.0205921       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      -8.689       8.110     584.400  -0.0606764  -0.0505432   0.0003445      -8.689       8.110      14.400  -0.0606764  -0.0505432   0.0003445       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4       5.678      -2.115     585.000  -0.0037146   0.0100320   0.0011777       5.678      -2.115      15.000  -0.0037146   0.0100320   0.0011777       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4       2.072       4.643     586.200   0.0073898  -0.0051139   0.0024663       2.072       4.643      16.200   0.0073898  -0.0051139   0.0024663       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4       0.832       5.360     586.800  -0.0015664  -0.0100244   0.0012933       0.832       5.360      16.800  -0.0015664  -0.0100244   0.0012933       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      -3.448      -6.382     587.400   0.0094373   0.0067139   0.0000106      -3.448      -6.382      17.400   0.0094373   0.0067139   0.0000106       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      -3.673       8.206     589.800   0.0248697  -0.0002080   0.0011105      -3.673       8.206      19.800   0.0248697  -0.0002080   0.0011105       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      -0.175      14.130     594.000   0.0300244   0.0296731   0.0094539      -0.175      14.130      24.000   0.0300244   0.0296731   0.0094539       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4     -13.218       3.232     595.200  -0.0131036   0.0330531   0.0102636     -13.218       3.232      25.200  -0.0131036   0.0330531   0.0102636       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  21  dtl     1.0   2.0    -4      11.926      -7.229     595.800  -0.0000538   0.0334320   0.0007595      11.926      -7.229      25.800  -0.0000538   0.0334320   0.0007595       0.000       0.000     570.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -9.316       7.104     612.600  -0.0120821   0.0227615   0.0233987      -9.316       7.104      12.600  -0.0120821   0.0227615   0.0233987       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -6.189     -11.451     613.800   0.1057477   0.0703688   0.0001122      -6.189     -11.451      13.800   0.1057477   0.0703688   0.0001122       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4       4.156      -7.510     614.400  -0.0081634  -0.0115344   0.0070073       4.156      -7.510      14.400  -0.0081634  -0.0115344   0.0070073       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -1.529       7.666     615.000   0.0111064   0.0055056   0.0050906      -1.529       7.666      15.000   0.0111064   0.0055056   0.0050906       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4       9.786       7.990     622.800  -0.0341098   0.0142079   0.0008083       9.786       7.990      22.800  -0.0341098   0.0142079   0.0008083       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -7.311      -3.333     626.400  -0.0105230   0.0166103   0.0008000      -7.311      -3.333      26.400  -0.0105230   0.0166103   0.0008000       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4       7.217      10.118     627.000   0.0237725  -0.0111584   0.0094482       7.217      10.118      27.000   0.0237725  -0.0111584   0.0094482       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -6.643      -8.573     627.600  -0.0224738   0.0131701   0.0070278      -6.643      -8.573      27.600  -0.0224738   0.0131701   0.0070278       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  22  dtl     1.0   2.0    -4      -5.485      -8.800     628.200  -0.0311221   0.0079068   0.0113854      -5.485      -8.800      28.200  -0.0311221   0.0079068   0.0113854       0.000       0.000     600.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4       8.244       9.148     633.600   0.0218829  -0.0185449   0.0146050       8.244       9.148       3.600   0.0218829  -0.0185449   0.0146050       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4      -6.511      -8.541     634.800  -0.0252857   0.0152448   0.0099144      -6.511      -8.541       4.800  -0.0252857   0.0152448   0.0099144       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4      14.186      -2.621     640.200   0.0401195  -0.0329993   0.0200078      14.186      -2.621      10.200   0.0401195  -0.0329993   0.0200078       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4       4.021      11.456     643.800   0.0265209   0.0437083   0.0277200       4.021      11.456      13.800   0.0265209   0.0437083   0.0277200       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4      -8.917       4.961     645.000  -0.0064522   0.0233307   0.0167108      -8.917       4.961      15.000  -0.0064522   0.0233307   0.0167108       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4      -2.859      -3.657     645.600   0.0115958  -0.0016109   0.0002731      -2.859      -3.657      15.600   0.0115958  -0.0016109   0.0002731       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4       3.403       4.303     651.000  -0.0001698  -0.0257041   0.0019344       3.403       4.303      21.000  -0.0001698  -0.0257041   0.0019344       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  23  dtl     1.0   2.0    -4     -11.681       6.175     655.800  -0.0034223   0.0336337   0.0089049     -11.681       6.175      25.800  -0.0034223   0.0336337   0.0089049       0.000       0.000     630.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       7.139      -9.615     664.800  -0.0172242  -0.0471544   0.0254902       7.139      -9.615       4.800  -0.0172242  -0.0471544   0.0254902       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       7.980      11.035     671.400  -0.0510626  -0.0176839   0.0008768       7.980      11.035      11.400  -0.0510626  -0.0176839   0.0008768       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4     -12.419       1.211     673.800  -0.0764400   0.0299208   0.0034301     -12.419       1.211      13.800  -0.0764400   0.0299208   0.0034301       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       6.811       4.177     676.200   0.0093528   0.0004272   0.0000028       6.811       4.177      16.200   0.0093528   0.0004272   0.0000028       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       0.455       4.077     676.200  -0.0075449  -0.0001242   0.0007869       0.455       4.077      16.200  -0.0075449  -0.0001242   0.0007869       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4      -4.306       0.811     676.800   0.0071225  -0.0090852   0.0005983      -4.306       0.811      16.800   0.0071225  -0.0090852   0.0005983       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       0.795      -9.035     676.800  -0.0164131  -0.0013340   0.0046299       0.795      -9.035      16.800  -0.0164131  -0.0013340   0.0046299       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4      -8.220      -7.665     681.600  -0.0328214   0.0324405   0.0007393      -8.220      -7.665      21.600  -0.0328214   0.0324405   0.0007393       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       1.399      11.561     682.200   0.0210155   0.0058043   0.0030451       1.399      11.561      22.200   0.0210155   0.0058043   0.0030451       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4      10.071      -7.029     682.800  -0.0037810  -0.0284431   0.0157101      10.071      -7.029      22.800  -0.0037810  -0.0284431   0.0157101       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4      -5.317       4.529     685.800   0.0069044   0.0183024   0.0016912      -5.317       4.529      25.800   0.0069044   0.0183024   0.0016912       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       9.300      -7.538     686.400  -0.0121997  -0.0294757   0.0119636       9.300      -7.538      26.400  -0.0121997  -0.0294757   0.0119636       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  24  dtl     1.0   2.0    -4       9.622      -7.165     687.600   0.0058005   0.0241659   0.0062922       9.622      -7.165      27.600   0.0058005   0.0241659   0.0062922       0.000       0.000     660.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      10.021      -6.822     690.600  -0.0168149  -0.0230690   0.0147046      10.021      -6.822       0.600  -0.0168149  -0.0230690   0.0147046       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4       8.035      11.846     692.400  -0.0388211   0.0069102   0.0007497       8.035      11.846       2.400  -0.0388211   0.0069102   0.0007497       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      -3.648      -1.313     703.200  -0.0029590   0.0061266   0.0000524      -3.648      -1.313      13.200  -0.0029590   0.0061266   0.0000524       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4       1.300      10.160     703.800   0.0195317   0.0122302   0.0078812       1.300      10.160      13.800   0.0195317   0.0122302   0.0078812       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      -8.109       4.864     705.000  -0.0010627   0.0134491   0.0014218      -8.109       4.864      15.000  -0.0010627   0.0134491   0.0014218       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      -6.721       4.025     705.600  -0.0019315   0.0125165   0.0022132      -6.721       4.025      15.600  -0.0019315   0.0125165   0.0022132       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4       3.225       6.060     707.400   0.0000973   0.0243966   0.0000002       3.225       6.060      17.400   0.0000973   0.0243966   0.0000002       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4       1.708      -1.320     713.400  -0.0175373  -0.0101550   0.0014884       1.708      -1.320      23.400  -0.0175373  -0.0101550   0.0014884       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      -1.762      -6.017     715.800  -0.0260545  -0.0014373   0.0017744      -1.762      -6.017      25.800  -0.0260545  -0.0014373   0.0017744       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4       1.829     -13.922     715.800  -0.0288208  -0.0248608   0.0069172       1.829     -13.922      25.800  -0.0288208  -0.0248608   0.0069172       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  25  dtl     1.0   2.0    -4      -7.624       8.373     716.400   0.0126040   0.0262881   0.0024033      -7.624       8.373      26.400   0.0126040   0.0262881   0.0024033       0.000       0.000     690.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      12.670       7.144     720.000   0.0621723   0.0226641   0.0520641      12.670       7.144       0.000   0.0621723   0.0226641   0.0520641       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       7.635      10.493     721.800   0.0239716  -0.0018856   0.0169043       7.635      10.493       1.800   0.0239716  -0.0018856   0.0169043       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      10.345       5.218     733.800   0.0471719   0.0095523   0.0086674      10.345       5.218      13.800   0.0471719   0.0095523   0.0086674       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      -4.944      -7.645     735.600  -0.0001747   0.0044364   0.0063703      -4.944      -7.645      15.600  -0.0001747   0.0044364   0.0063703       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      -6.481       8.246     736.800   0.0102665   0.0153721   0.0000770      -6.481       8.246      16.800   0.0102665   0.0153721   0.0000770       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      -1.927       3.405     736.800  -0.0091408   0.0011815   0.0005648      -1.927       3.405      16.800  -0.0091408   0.0011815   0.0005648       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       4.334       4.430     737.400  -0.0017502   0.0112972   0.0005304       4.334       4.430      17.400  -0.0017502   0.0112972   0.0005304       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       9.227      -6.826     742.200  -0.0073645  -0.0246695   0.0098830       9.227      -6.826      22.200  -0.0073645  -0.0246695   0.0098830       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      -2.970     -13.772     743.400  -0.0415313  -0.0242463   0.0097798      -2.970     -13.772      23.400  -0.0415313  -0.0242463   0.0097798       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       7.867      10.815     744.600   0.0367788   0.0063693   0.0367089       7.867      10.815      24.600   0.0367788   0.0063693   0.0367089       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       7.437      10.254     745.200   0.0284941  -0.0021984   0.0166208       7.437      10.254      25.200   0.0284941  -0.0021984   0.0166208       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       8.191      -7.845     745.200  -0.0106752  -0.0242338   0.0193052       8.191      -7.845      25.200  -0.0106752  -0.0242338   0.0193052       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       8.268      -7.743     745.800  -0.0117320  -0.0215125   0.0148988       8.268      -7.743      25.800  -0.0117320  -0.0215125   0.0148988       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       6.348      13.083     746.400   0.0415508   0.0103690   0.0161208       6.348      13.083      26.400   0.0415508   0.0103690   0.0161208       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4       4.235       4.096     746.400   0.0168240  -0.0067629   0.0000191       4.235       4.096      26.400   0.0168240  -0.0067629   0.0000191       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  26  dtl     1.0   2.0    -4      11.219      -7.294     749.400   0.0065370   0.0404831   0.0034637      11.219      -7.294      29.400   0.0065370   0.0404831   0.0034637       0.000       0.000     720.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       4.391      13.991     753.000   0.0242662   0.0097287   0.0249719       4.391      13.991       3.000   0.0242662   0.0097287   0.0249719       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -8.959       7.465     753.600   0.0028027  -0.0277361   0.0002876      -8.959       7.465       3.600   0.0028027  -0.0277361   0.0002876       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -6.852      -8.755     754.800   0.0194298  -0.0247823   0.0070585      -6.852      -8.755       4.800   0.0194298  -0.0247823   0.0070585       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       7.501      10.582     756.600   0.0243067  -0.0113958   0.0148015       7.501      10.582       6.600   0.0243067  -0.0113958   0.0148015       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -7.805       8.282     759.000   0.0135002   0.0230282   0.0112556      -7.805       8.282       9.000   0.0135002   0.0230282   0.0112556       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4       0.189      14.074     761.400   0.0209357   0.0760117   0.0099338       0.189      14.074      11.400   0.0209357   0.0760117   0.0099338       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4     -12.291      -4.541     762.000  -0.0582416  -0.0096925   0.0013351     -12.291      -4.541      12.000  -0.0582416  -0.0096925   0.0013351       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  27  dtl     1.0   2.0    -4      -2.712     -12.301     762.000  -0.0195528  -0.0404469   0.0162081      -2.712     -12.301      12.000  -0.0195528  -0.0404469   0.0162081       0.000       0.000     750.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
